metascore,name,console,userscore,date
69,Age of Sail II: Privateer's Bounty,PC,tbd,"Aug 13, 2002"
69,Herdy Gerdy,PS2,5,"Mar 4, 2002"
69,Crazy Taxi 3: High Roller,XBOX,8.5,"Jul 24, 2002"
69,The Sum of All Fears,GBA,tbd,"Nov 19, 2002"
69,Outlaw Golf,GC,tbd,"Oct 29, 2002"
69,Spring Break,PC,7.1,"Sep 10, 2002"
69,Ty the Tasmanian Tiger,GC,8.5,"Sep 10, 2002"
69,Motocross Maniacs Advance,GBA,tbd,"Mar 21, 2002"
69,Iron Storm,PC,5.6,"Oct 25, 2002"
69,Haven: Call of the King,PS2,6.9,"Nov 17, 2002"
69,Defender,XBOX,tbd,"Oct 22, 2002"
69,Combat Flight Simulator 3: Battle for Europe,PC,6.5,"Oct 25, 2002"
69,Scooby-Doo! Night of 100 Frights,PS2,8.5,"May 20, 2002"
69,Downforce,PS2,7.8,"Jun 14, 2002"
68,O.R.B.,PC,tbd,"Nov 4, 2002"
68,Tony Tough and the Night of Roasted Moths,PC,6,"Oct 31, 2002"
68,Sega Bass Fishing Duel,PS2,tbd,"Sep 23, 2002"
68,Scooby-Doo! Night of 100 Frights,GC,7.5,"Sep 16, 2002"
68,Disney's Tarzan: Return to the Jungle,GBA,tbd,"Sep 14, 2002"
68,Ty the Tasmanian Tiger,XBOX,8.6,"Sep 10, 2002"
68,NASCAR Thunder 2003,PC,5.2,"Oct 16, 2002"
68,Ultimate Fighting Championship: Throwdown,PS2,8,"Jun 3, 2002"
68,Army Men: RTS,PS2,tbd,"Mar 27, 2002"
68,Dark Summit,GC,4.5,"Feb 4, 2002"
68,The Invincible Iron Man,GBA,tbd,"Dec 15, 2002"
68,Need for Speed: Hot Pursuit 2,GC,8.4,"Sep 30, 2002"
68,Turok: Evolution,XBOX,6.7,"Aug 31, 2002"
68,Grandia Xtreme,PS2,7.1,"Sep 30, 2002"
68,Sudden Strike II,PC,7.6,"Sep 26, 2002"
68,Capcom vs. SNK 2 EO,GC,8.5,"Sep 23, 2002"
68,WWF Raw,XBOX,6.1,"Feb 11, 2002"
68,Mobile Forces,PC,7.5,"Aug 16, 2002"
68,Shadow Man: 2econd Coming,PS2,7.8,"Mar 2, 2002"
67,Incoming Forces,PC,5.8,"Sep 25, 2002"
67,Guilty Gear X Advance Edition,GBA,5.9,"Aug 29, 2002"
67,Army Men: RTS,PC,7.9,"Mar 24, 2002"
67,Blood Omen 2,PS2,8.6,"Mar 21, 2002"
67,MotoGP,GBA,tbd,"Mar 8, 2002"
67,Star Wars Bounty Hunter,GC,7.6,"Dec 7, 2002"
67,Mystic Heroes,GC,8.2,"Sep 30, 2002"
67,Commandos 2: Men of Courage,XBOX,8.4,"Sep 18, 2002"
67,The Operative: No One Lives Forever,PS2,8.4,"Apr 16, 2002"
67,Dragon Ball Z: Budokai,PS2,7.9,"Dec 3, 2002"
67,Ultimate Fighting Championship: Throwdown,GC,tbd,"Jul 29, 2002"
67,RedCard 20-03,XBOX,7.6,"Jun 24, 2002"
67,Mystic Heroes,PS2,8.6,"Nov 24, 2002"
67,High Heat Major League Baseball 2003,PC,8.1,"Mar 11, 2002"
67,ZooCube,GC,6.1,"May 5, 2002"
67,Zoo Tycoon: Dinosaur Digs,PC,7.1,"May 19, 2002"
67,PaRappa the Rapper 2,PS2,7.3,"Jan 23, 2002"
67,Legaia 2: Duel Saga,PS2,8.4,"Oct 1, 2002"
67,Commandos 2: Men of Courage,PS2,6.8,"Aug 28, 2002"
67,Cel Damage,GC,7.1,"Jan 7, 2002"
68,Minecraft: Story Mode - Episode 4: A Block and a Hard Place,PC,5,"Dec 22, 2015"
68,Lord of Magna: Maiden Heaven,3DS,7.8,"Jun 2, 2015"
68,Hyperdevotion Noire: Goddess Black Heart,VITA,7.1,"Feb 24, 2015"
68,Middle-earth: Shadow of Mordor - The Bright Lord,PS4,6.4,"Feb 24, 2015"
68,RIDE,PC,5,"Mar 27, 2015"
68,The Masterplan,PC,7.4,"Jun 4, 2015"
68,The Castle Game,PS4,7.1,"Aug 4, 2015"
67,Knights of Pen & Paper 2,PC,5.8,"Oct 20, 2015"
67,Fatal Frame: Maiden of Black Water,WIIU,7.7,"Oct 22, 2015"
67,King's Quest Chapter 2: Rubble Without a Cause,PC,5.4,"Dec 15, 2015"
67,The Legend of Legacy,3DS,7.1,"Oct 13, 2015"
67,Citizens of Earth,WIIU,7.8,"Jan 20, 2015"
67,White Night,PS4,6.7,"Mar 3, 2015"
67,Assassin's Creed Chronicles: China,PC,4.9,"Apr 21, 2015"
67,Underground,WIIU,7.6,"Apr 2, 2015"
67,Assassin's Creed Chronicles: China,XONE,5.6,"Apr 21, 2015"
67,Turok Remastered,PC,7.3,"Dec 17, 2015"
67,Might & Magic: Heroes VII,PC,4.9,"Sep 29, 2015"
67,Skyshine's Bedlam,PC,5,"Sep 16, 2015"
67,Legend of Kay Anniversary,WIIU,6.9,"Jul 28, 2015"
67,Hyperdimension Neptunia Rebirth2: Sisters Generation,VITA,7,"Jan 27, 2015"
67,Uncanny Valley,PC,6.5,"Apr 23, 2015"
67,The Park,PC,6.5,"Oct 27, 2015"
67,D4: Dark Dreams Don't Die,PC,7,"Jun 5, 2015"
67,Rise of Incarnates,PC,7,"Jul 1, 2015"
67,Dragon Ball: Xenoverse,XONE,7.3,"Feb 24, 2015"
66,Pro Cycling Manager Season 2015,PC,6.8,"Jun 18, 2015"
66,The Sims 4: Outdoor Retreat,PC,6,"Jan 13, 2015"
66,Saints Row: Gat Out of Hell,PC,6.1,"Jan 20, 2015"
66,Animal Crossing: Happy Home Designer,3DS,6.9,"Sep 25, 2015"
66,Neverwinter,XONE,5,"Mar 31, 2015"
66,Sunset,PC,2.8,"May 21, 2015"
66,Operation Abyss: New Tokyo Legacy,VITA,7.2,"Jun 9, 2015"
66,Fairy Fencer F,PC,7.7,"Aug 4, 2015"
66,Unmechanical: Extended Edition,XONE,7,"Jan 30, 2015"
66,RIDE,PS4,7,"Oct 6, 2015"
66,MonsterBag,VITA,7.2,"Apr 7, 2015"
66,Dengeki Bunko: Fighting Climax,PS3,8.3,"Oct 6, 2015"
66,Mario Party 10,WIIU,6.4,"Mar 20, 2015"
66,Need for Speed,PS4,7.1,"Nov 3, 2015"
66,Lightning Returns: Final Fantasy XIII,PC,7.3,"Dec 10, 2015"
66,Just Dance 2016,XONE,6.1,"Oct 20, 2015"
66,Halo: Spartan Strike,PC,6.1,"Apr 16, 2015"
66,Saints Row IV: Re-Elected & Gat Out of Hell,PS4,7.1,"Jan 20, 2015"
66,Adventure Time: Finn and Jake Investigations,XONE,5.4,"Oct 20, 2015"
66,Citizens of Earth,PC,6.4,"Jan 20, 2015"
65,Laserlife,PS4,tbd,"Sep 22, 2015"
65,Heroes of Normandie,PC,3.6,"Oct 1, 2015"
65,Cradle,PC,7.7,"Jul 24, 2015"
65,Payday 2: Crimewave Edition,XONE,3.3,"Jun 16, 2015"
65,Kick & Fennick,VITA,7.3,"Feb 5, 2015"
65,Saints Row: Gat Out of Hell,XONE,6.4,"Jan 20, 2015"
65,Zombi,PC,4.8,"Aug 18, 2015"
65,Feist,PC,7.2,"Jul 23, 2015"
65,Heroes of Might & Magic III - HD Edition,PC,4.3,"Jan 29, 2015"
65,Rememoried,PC,6,"Aug 31, 2015"
65,F1 2015,PS4,6.4,"Jul 21, 2015"
65,Need for Speed,XONE,7.7,"Nov 3, 2015"
65,WRC 5,PC,6,"Oct 8, 2015"
65,Resident Evil: Revelations 2,VITA,7.9,"Aug 18, 2015"
65,ZEN Pinball 2: Marvel's Avengers: Age of Ultron,PS4,tbd,"Apr 22, 2015"
65,Sword Art Online Re: Hollow Fragment,PS4,7.2,"Jul 28, 2015"
65,"War, the Game",PC,7.1,"Jan 12, 2015"
65,The Escapists: The Walking Dead,XONE,7.3,"Sep 30, 2015"
65,The Awakened Fate: Ultimatum,PS3,7.3,"Mar 17, 2015"
65,Abyss Odyssey: Extended Dream Edition,PS4,6.1,"Jul 28, 2015"
65,War for the Overworld,PC,7.7,"Apr 2, 2015"
64,F1 2015,XONE,6.1,"Jul 21, 2015"
64,Bloo Kid 2,3DS,tbd,"May 7, 2015"
64,Extreme Exorcism,XONE,tbd,"Sep 23, 2015"
64,Tokyo Twilight Ghost Hunters,PS3,6.4,"Mar 10, 2015"
64,Legions of Steel,PC,4.4,"Jul 16, 2015"
64,Saints Row: Gat Out of Hell,PS4,5.8,"Jan 20, 2015"
64,Albino Lullaby: Episode 1,PC,tbd,"Sep 15, 2015"
64,Game of Thrones: A Telltale Games Series,PC,6.4,"Nov 17, 2015"
64,Earth Defense Force 4.1: The Shadow of New Despair,PS4,7.4,"Dec 8, 2015"
64,Assassin's Creed Unity: Dead Kings,XONE,5.4,"Jan 13, 2015"
64,The Delusions of Von Sottendorff and His Squared Mind,3DS,6.8,"Dec 17, 2015"
64,Three Fourths Home: Extended Edition,XONE,3.1,"Nov 27, 2015"
64,FIRE,PC,6.9,"Apr 9, 2015"
64,Phantom Breaker: Battle Grounds,PC,7.5,"Jan 23, 2015"
64,Zombie Vikings,PS4,7,"Sep 1, 2015"
64,Grand Ages: Medieval,PS4,6.5,"Oct 13, 2015"
64,Kholat,PC,7.2,"Jun 9, 2015"
64,Sid Meier's Starships,PC,4.3,"Mar 12, 2015"
64,Legend of Kay Anniversary,PC,7.5,"Jul 27, 2015"
64,Party Hard,PC,7.4,"Aug 25, 2015"
64,N.E.R.O.: Nothing Ever Remains Obscure,XONE,8,"May 15, 2015"
64,The Incredible Adventures of Van Helsing III,PC,6.5,"May 22, 2015"
64,RymdResa,PC,4.2,"Aug 20, 2015"
63,Dirty Bomb,PC,7.7,"Jun 1, 2015"
63,Dynasty Warriors 8 Empires,PS4,7,"Feb 24, 2015"
63,PONCHO,PS4,3.4,"Nov 3, 2015"
63,Radiohammer,3DS,tbd,"Dec 10, 2015"
63,Fat Princess Adventures,PS4,7.3,"Dec 5, 2015"
63,Republique: Episode 4 - God's Acre,PC,tbd,"Dec 17, 2015"
63,MISSING: An Interactive Thriller - Episode One,PC,6.9,"May 25, 2015"
63,Grand Ages: Medieval,PC,5.4,"Sep 25, 2015"
63,The Order: 1886,PS4,6.7,"Feb 20, 2015"
63,Whispering Willows,PS4,5.9,"Jun 30, 2015"
64,SpongeBob Squigglepants 3D,3DS,5.7,"May 17, 2011"
64,WRC 2: FIA World Rally Championship 2011,PS3,4.8,"Oct 14, 2011"
64,BlazBlue: Continuum Shift II,3DS,6.2,"May 31, 2011"
64,The Baconing,X360,6.1,"Aug 31, 2011"
64,Hydrophobia Prophecy,PC,6,"May 9, 2011"
64,Thor: God of Thunder,DS,7.2,"May 3, 2011"
63,The Adventures of Tintin: The Game,X360,6.4,"Dec 6, 2011"
63,Earth Defense Force: Insect Armageddon,PS3,7.1,"Jul 1, 2011"
63,Supreme Ruler: Cold War,PC,6.8,"Jul 19, 2011"
63,The Lord of the Rings: War in the North,PS3,7,"Nov 1, 2011"
63,Beat Hazard Ultra,PS3,6.8,"Oct 18, 2011"
63,The Baconing,PC,5.2,"Aug 31, 2011"
63,Harvest Moon 3D: The Tale of Two Towns,3DS,6.3,"Nov 1, 2011"
63,Fallout: New Vegas - Lonesome Road,X360,7.6,"Sep 20, 2011"
63,Dead Block,PS3,7.3,"Jul 20, 2011"
63,Puzzle Agent 2,PC,6.9,"Jun 30, 2011"
63,Bionic Commando Rearmed 2,PS3,5.1,"Feb 1, 2011"
63,Phineas and Ferb: Across the 2nd Dimension,PS3,6.8,"Aug 2, 2011"
63,MX vs. ATV Alive,X360,7.1,"May 10, 2011"
63,Ys I & II Chronicles,PSP,8.5,"Feb 21, 2011"
63,Mass Effect 2: Arrival,PC,6.1,"Mar 29, 2011"
63,Michael Jackson The Experience,X360,6.8,"Apr 12, 2011"
63,The Tiny Bang Story,PC,7.3,"Apr 22, 2011"
63,The UnderGarden,PS3,7.8,"Feb 1, 2011"
62,Islands of Wakfu,X360,7.3,"Mar 30, 2011"
62,Let's Golf 3D,3DS,6.5,"Jul 28, 2011"
62,Zombie Apocalypse: Never Die Alone,X360,5.9,"Oct 26, 2011"
62,Fallout: New Vegas - Lonesome Road,PS3,6.7,"Sep 20, 2011"
62,Chantelise: A Tale of Two Sisters,PC,7,"Jul 29, 2011"
62,Spider-Man: Edge of Time,WII,5.2,"Oct 4, 2011"
62,Bionic Commando Rearmed 2,X360,5.9,"Feb 2, 2011"
62,NASCAR 2011: The Game,PS3,4.4,"Mar 29, 2011"
62,Mortal Kombat Arcade Kollection,X360,6.6,"Aug 31, 2011"
62,MicroBot,PS3,6,"Jan 4, 2011"
62,Armageddon Riders,PS3,7,"May 30, 2011"
62,Gabrielle's Ghostly Groove 3D,3DS,7.4,"Oct 4, 2011"
62,NASCAR 2011: The Game,X360,4.1,"Mar 29, 2011"
61,Breach 2011,PC,5.8,"Jan 26, 2011"
61,Rayman 3D,3DS,6.5,"Mar 22, 2011"
61,The Lord of the Rings: War in the North,X360,7.3,"Nov 1, 2011"
61,MX vs. ATV Alive,PS3,6.7,"May 10, 2011"
61,Medieval Moves: Deadmund's Quest,PS3,6.5,"Nov 15, 2011"
61,Hunted: The Demon's Forge,PC,6.6,"May 30, 2011"
61,Nikoli's Pencil Puzzle,3DS,tbd,"Oct 25, 2011"
61,Captain America: Super Soldier,PS3,7.3,"Jul 19, 2011"
61,Cities XL 2012,PC,5.6,"Oct 20, 2011"
61,Acceleration of SUGURI X-Edition,PS3,5.5,"Feb 15, 2011"
61,Green Lantern: Rise of the Manhunters,PS3,6.5,"Jun 7, 2011"
61,Hunted: The Demon's Forge,X360,6.3,"May 31, 2011"
61,E.Y.E: Divine Cybermancy,PC,6.9,"Jul 29, 2011"
61,Ar tonelico Qoga: Knell of Ar Ciel,PS3,5.5,"Mar 15, 2011"
61,Venetica,PC,6.7,"Jan 25, 2011"
61,Moon Diver,X360,tbd,"May 4, 2011"
61,PowerUp Heroes,X360,7.5,"Oct 18, 2011"
61,Disney Universe,WII,6,"Oct 25, 2011"
61,Air Conflicts: Secret Wars,X360,tbd,"Sep 28, 2011"
61,Samurai Warriors Chronicles,3DS,7.8,"Mar 27, 2011"
60,Wii Play: Motion,WII,6,"Jun 13, 2011"
60,Moon Diver,PS3,6.9,"Mar 29, 2011"
60,Magicka: Vietnam,PC,6.7,"Apr 12, 2011"
60,Captain America: Super Soldier,X360,6.4,"Jul 19, 2011"
60,James Noir's Hollywood Crimes,3DS,6.7,"Nov 1, 2011"
60,Jurassic Park: The Game,X360,3.7,"Nov 15, 2011"
60,Storm: Frontline Nation,PC,7.2,"Jun 10, 2011"
60,All Zombies Must Die!,X360,5.1,"Dec 28, 2011"
60,Leedmees,X360,tbd,"Sep 7, 2011"
60,Rio,X360,7.2,"Apr 12, 2011"
60,Off-Road Drive,PC,6.5,"Sep 29, 2011"
60,Exerbeat,WII,8,"May 17, 2011"
60,White Knight Chronicles II,PS3,7,"Sep 13, 2011"
60,Pyramids,3DS,6,"Oct 27, 2011"
60,IL-2 Sturmovik: Cliffs of Dover,PC,7.1,"Apr 26, 2011"
60,Pac-Man & Galaga Dimensions,3DS,6.7,"Jul 26, 2011"
59,Okabu,PS3,3.8,"Oct 18, 2011"
59,inMomentum,PC,5.2,"Oct 31, 2011"
59,The Adventures of Tintin: The Game,PS3,5.7,"Dec 6, 2011"
59,Worms Ultimate Mayhem,X360,7.8,"Sep 28, 2011"
59,Kyotokei,WII,tbd,"Aug 11, 2011"
59,F1 2011,3DS,6.4,"Dec 6, 2011"
59,Naruto Shippuden: Ultimate Ninja Impact,PSP,7.3,"Oct 18, 2011"
59,Green Lantern: Rise of the Manhunters,X360,7,"Jun 7, 2011"
59,Wanted Corp,PS3,tbd,"Dec 6, 2011"
59,Faery: Legends of Avalon,PC,6.6,"May 6, 2011"
59,LEGO Battles: Ninjago,DS,7.4,"Apr 12, 2011"
59,Ignite,PC,6,"Oct 28, 2011"
59,Mortal Kombat Arcade Kollection,PS3,6.7,"Aug 30, 2011"
59,SpongeBob Squigglepants,WII,tbd,"Apr 12, 2011"
59,Transformers: Dark of the Moon,X360,6.5,"Jun 14, 2011"
59,Dance Paradise,X360,tbd,"Feb 15, 2011"
58,Steel Diver,3DS,6.2,"Mar 27, 2011"
58,DualPenSports,3DS,3.5,"Jun 21, 2011"
58,Dynasty Warriors: Gundam 3,PS3,7.5,"Jun 28, 2011"
58,Spider-Man: Edge of Time,PS3,7.2,"Oct 4, 2011"
58,Bleach: Soul Resurreccion,PS3,7,"Aug 3, 2011"
58,Dynasty Warriors 7,X360,8,"Mar 29, 2011"
58,Dragon Ball Z: Ultimate Tenkaichi,PS3,5.4,"Oct 25, 2011"
58,Disney/Pixar Cars 2,DS,tbd,"Jun 21, 2011"
58,Fate/Extra,PSP,8.1,"Nov 1, 2011"
58,Cartoon Network: Punch Time Explosion,3DS,5.7,"Jun 2, 2011"
58,Duke Nukem Forever: The Doctor Who Cloned Me,X360,6.7,"Dec 13, 2011"
63,Sands of Destruction,DS,7.9,"Jan 12, 2010"
63,Split/Second,PSP,6.7,"Nov 15, 2010"
63,Matt Hazard: Blood Bath and Beyond,X360,8.7,"Jan 6, 2010"
63,Alternativa,PC,6,"Nov 5, 2010"
63,Lost Planet 2,PC,6.3,"Oct 15, 2010"
63,Blacklight: Tango Down,PS3,6.4,"Oct 26, 2010"
63,Blue Dragon: Awakened Shadow,DS,6.6,"May 18, 2010"
63,Scrap Metal,X360,8,"Mar 10, 2010"
63,James Bond 007: Blood Stone,PC,7.1,"Nov 2, 2010"
63,Front Mission Evolved,PC,5.2,"Sep 28, 2010"
63,Kane & Lynch 2: Dog Days,X360,5.2,"Aug 17, 2010"
67,TurnOn,XONE,7,"Jun 1, 2016"
63,Dragon Ball Z: Tenkaichi Tag Team,PSP,8.8,"Oct 19, 2010"
63,DanceMasters,X360,6.4,"Nov 4, 2010"
63,Arcania: Gothic 4,PC,4,"Oct 15, 2010"
63,Wakeboarding HD,PS3,6.8,"Mar 25, 2010"
62,Legend of the Guardians: The Owls of Ga'Hoole,PS3,tbd,"Sep 14, 2010"
62,Transformers: War for Cybertron - Autobots,DS,7.9,"Jun 22, 2010"
67,Romance of the Three Kingdoms XIII,PS4,7.2,"Jul 5, 2016"
67,Mount & Blade: Warband,PS4,7.1,"Sep 13, 2016"
67,The Walking Dead: Michonne - A Telltale Miniseries,PC,6.3,"Apr 26, 2016"
67,Ride 2,PC,7.6,"Oct 7, 2016"
67,Mafia III,XONE,4.8,"Oct 7, 2016"
67,Champions of Anteria,PC,7.1,"Aug 30, 2016"
67,Claire: Extended Cut,XONE,6.8,"Sep 6, 2016"
67,Dead Island: Definitive Collection,XONE,4.6,"May 31, 2016"
66,Titan Quest,XONE,7.9,"Mar 20, 2018"
62,Transformers: War for Cybertron - Decepticons,DS,8.2,"Jun 22, 2010"
62,Puzzle Chronicles,PSP,tbd,"Jan 28, 2010"
62,Need for Speed World,PC,5.6,"Jul 27, 2010"
62,Silent Hunter 5: Battle of the Atlantic,PC,3.6,"Mar 2, 2010"
62,Kane & Lynch 2: Dog Days,PS3,5.2,"Aug 17, 2010"
62,Create,WII,tbd,"Nov 16, 2010"
62,Doc Clock: The Toasted Sandwich of Time,PC,6.3,"Oct 15, 2010"
62,Sherlock Holmes vs. Jack the Ripper,X360,6.5,"Apr 23, 2010"
62,PokePark Wii: Pikachu's Adventure,WII,7.4,"Nov 2, 2010"
63,Pirates of the Caribbean: Dead Man's Chest,DS,7.5,"Jun 27, 2006"
64,Dog's Life,PS2,3.2,"Sep 14, 2004"
67,The Little Acre,PS4,6.9,"Dec 13, 2016"
67,Hard Reset Redux,XONE,6.3,"Jun 3, 2016"
67,The Way,PC,7.2,"May 19, 2016"
67,Small Radios Big Televisions,PC,4.6,"Nov 8, 2016"
67,Rogue Wizards,PC,6.5,"Sep 27, 2016"
67,CALENDULA,PC,7.2,"Feb 2, 2016"
67,Rocketbirds 2: Evolution,PS4,5.9,"Apr 26, 2016"
67,Agatha Christie's The ABC Murders,PS4,6.1,"Feb 23, 2016"
67,Dungeon Souls,PC,5,"Dec 2, 2016"
67,Sebastien Loeb Rally Evo,PC,7.2,"Jan 29, 2016"
66,MotoGP 18,PS4,4.7,"Jun 7, 2018"
66,City of Brass,PS4,5.8,"May 4, 2018"
66,Fallen Legion: Rise to Glory,Switch,6.9,"May 29, 2018"
66,Code of Princess EX,Switch,6.6,"Jul 31, 2018"
66,Castaway Paradise,PS4,tbd,"Jul 31, 2018"
66,AO International Tennis,XONE,8,"May 9, 2018"
66,Naruto to Boruto: Shinobi Striker,PC,7.6,"Aug 31, 2018"
66,Scribblenauts Showdown,XONE,tbd,"Mar 6, 2018"
69,Metal Slug 4 & 5,XBOX,7.5,"Aug 21, 2005"
62,Raving Rabbids: Travel in Time,WII,7.2,"Nov 21, 2010"
62,Divinity II: Ego Draconis,X360,6.3,"Jan 6, 2010"
62,Metal Torrent,DS,tbd,"May 24, 2010"
62,DreamWorks Shrek Forever After,X360,4.3,"May 18, 2010"
62,Splatterhouse,X360,7.7,"Nov 23, 2010"
62,Muscle March,WII,6.1,"Jan 18, 2010"
62,Arcade Darts,PSP,5.8,"Jun 29, 2010"
62,James Bond 007: Blood Stone,X360,7.1,"Nov 2, 2010"
62,MySims SkyHeroes,PS3,tbd,"Sep 28, 2010"
62,Trinity Universe,PS3,7.3,"Jun 29, 2010"
66,We Ski & Snowboard,WII,8.5,"Mar 3, 2009"
62,Dungeon Siege II: Broken World,PC,6.7,"Aug 1, 2006"
62,Naruto: Uzumaki Chronicles,PS2,7.3,"Nov 14, 2006"
62,The Tower SP,GBA,7.8,"Mar 21, 2006"
62,Monster House,DS,tbd,"Jul 18, 2006"
62,Odama,GC,8,"Apr 10, 2006"
62,Kao the Kangaroo Round 2,XBOX,tbd,"Mar 21, 2006"
62,Pokemon Mystery Dungeon: Blue Rescue Team,DS,8,"Sep 18, 2006"
62,Sudoku Gridmaster,DS,6.3,"Jun 26, 2006"
62,Wings Over Europe: Cold War Gone Hot,PC,7.7,"May 24, 2006"
62,Metal Saga,PS2,7.6,"Apr 25, 2006"
64,Alias,PS2,7.7,"Apr 5, 2004"
64,Mission: Impossible: Operation Surma,GC,tbd,"Mar 23, 2004"
64,Street Racing Syndicate,GC,8.7,"Aug 31, 2004"
64,The Incredibles,XBOX,6.1,"Oct 31, 2004"
64,King of Fighters: Maximum Impact,PS2,6.4,"Oct 12, 2004"
64,Alias,XBOX,6,"Apr 5, 2004"
64,Unreal II: The Awakening,XBOX,5.2,"Feb 10, 2004"
64,Sonic Heroes,PS2,7.5,"Jan 27, 2004"
64,Van Helsing,PS2,8.1,"May 6, 2004"
66,Monochroma,XONE,tbd,"Jun 24, 2016"
66,Earthlock: Festival of Magic,XONE,7.2,"Sep 1, 2016"
66,Foul Play,PS4,3,"Feb 23, 2016"
66,Quantum Break,PC,5.3,"Apr 5, 2016"
66,Driveclub VR,PS4,6.9,"Sep 21, 2016"
66,Adventures of Mana,VITA,8.3,"Jun 28, 2016"
66,Her Majesty's SPIFFING,XONE,8.5,"Dec 7, 2016"
66,Enigmatis: The Ghosts of Maple Creek,XONE,7.4,"Apr 8, 2016"
66,Cobalt,XONE,7.7,"Feb 2, 2016"
66,Super Stardust Ultra VR,PS4,6.4,"Oct 10, 2016"
66,The Incredible Adventures of Van Helsing II,XONE,6.8,"Jul 1, 2016"
62,Disney/Pixar Ratatouille,WII,6.7,"Jun 26, 2007"
66,FOX n FORESTS,Switch,7.4,"May 17, 2018"
65,Ash of Gods: Redemption,PC,7.6,"Mar 23, 2018"
65,Brawlout,XONE,7,"Aug 21, 2018"
65,Detached,PS4,tbd,"Jul 24, 2018"
65,InnerSpace,PC,tbd,"Jan 16, 2018"
65,FOX n FORESTS,PS4,6.8,"May 17, 2018"
65,LEGO The Incredibles,Switch,6.9,"Jun 15, 2018"
69,Greg Hastings' Tournament Paintball Max'd,XBOX,8.7,"Oct 18, 2005"
68,Harry Potter and the Goblet of Fire,XBOX,4.5,"Nov 8, 2005"
68,Cold Fear,PS2,7.9,"Mar 15, 2005"
68,Joust,X360,7.3,"Nov 22, 2005"
68,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,8.2,"Nov 14, 2005"
68,Rise of the Kasai,PS2,8,"Apr 5, 2005"
68,Mega Man Battle Network 5: Double Team,DS,7.9,"Nov 1, 2005"
68,Harry Potter and the Goblet of Fire,DS,6,"Nov 8, 2005"
68,Suikoden Tactics,PS2,8.5,"Nov 8, 2005"
62,Bakugan: Defenders of the Core,X360,tbd,"Oct 26, 2010"
61,Blacklight: Tango Down,X360,7.4,"Jul 7, 2010"
61,Rig'n'Roll,PC,5.5,"Apr 16, 2010"
61,Blood Bowl,PSP,6,"Apr 13, 2010"
61,Shaun White Skateboarding,PS3,6.5,"Oct 24, 2010"
61,Blood Bowl,X360,5,"Jan 26, 2010"
61,Shaun White Skateboarding,X360,5.3,"Oct 24, 2010"
61,Mafia II: Joe's Adventures,X360,4.9,"Nov 23, 2010"
66,Vempire,PSP,tbd,"Oct 22, 2009"
66,Wheelman,PS3,7.2,"Mar 24, 2009"
66,Final Fantasy Crystal Chronicles: The Crystal Bearers,WII,8.7,"Dec 26, 2009"
66,Jam Sessions 2,DS,tbd,"Oct 20, 2009"
66,Trivial Pursuit,PS3,7.1,"Mar 10, 2009"
66,Monsters vs. Aliens,PS3,4.5,"Mar 24, 2009"
66,DJ Star,DS,tbd,"Nov 10, 2009"
66,Fuel,X360,6.9,"Jun 2, 2009"
66,The Last Remnant,PC,8.3,"Mar 24, 2009"
66,LEGO Indiana Jones 2: The Adventure Continues,PC,7.5,"Nov 17, 2009"
62,24: The Game,PS2,8.2,"Feb 28, 2006"
62,Rumble Roses XX,X360,6.5,"Mar 28, 2006"
62,Dynasty Warriors 5 Empires,PS2,8.1,"Mar 28, 2006"
62,Commandos Strike Force,PC,7.3,"Apr 4, 2006"
62,Pac-Man,X360,5.1,"Aug 9, 2006"
62,Commandos Strike Force,XBOX,tbd,"Apr 4, 2006"
62,Mega Man Battle Network 6 Cybeast Gregar,GBA,8.4,"Jun 13, 2006"
62,Yu-Gi-Oh! GX Tag Force,PSP,8.8,"Nov 14, 2006"
62,Warship Gunner 2,PS2,8.5,"Mar 21, 2006"
64,The Saga of Ryzom,PC,7.4,"Sep 20, 2004"
64,Tiger Woods PGA Tour,DS,7.4,"Dec 14, 2004"
64,Carve,XBOX,tbd,"Feb 24, 2004"
64,Crash Twinsanity,PS2,8.1,"Sep 28, 2004"
64,Lemony Snicket's A Series of Unfortunate Events,PC,6.2,"Nov 10, 2004"
64,Wrath Unleashed,PS2,6,"Feb 10, 2004"
63,Godzilla: Save the Earth,XBOX,8.2,"Nov 16, 2004"
63,Shark Tale,PC,6.3,"Sep 27, 2004"
63,A Quiet Weekend in Capri,PC,7.5,"Mar 17, 2004"
66,One Piece: Burning Blood,PS4,7.3,"May 31, 2016"
66,The Walking Dead: Michonne - Episode 2: Give No Shelter,PC,6.1,"Mar 29, 2016"
66,NASCAR Heat Evolution,PS4,4.4,"Sep 13, 2016"
66,WRC 6: World Rally Championship,PC,5.7,"Oct 7, 2016"
66,WRC 6: World Rally Championship,PS4,6,"Oct 7, 2016"
66,Batman: The Telltale Series - Episode 2: Children of Arkham,PS4,7.1,"Sep 20, 2016"
66,Silence: The Whispered World 2,XONE,8.2,"Nov 15, 2016"
66,Manual Samuel,XONE,8,"Oct 14, 2016"
62,Manhunt 2,WII,7.2,"Oct 29, 2007"
62,Bee Movie Game,WII,8.3,"Nov 5, 2007"
62,Spider-Man 3,PC,7.1,"May 4, 2007"
62,Arena Football: Road to Glory,PS2,6.5,"Feb 20, 2007"
