game_title,game_platform,game_release_date,metascore,user _score,game_summary
Gods Will Fall,PlayStation 4,2021-01-28,63,5.5,"The gods’ torturous rule over humanity has lasted for millennia. Bent on cruelty and suffering, they demand to be served with blind worship through an oath of fealty pledged from every man, woman and child. To those who don't submit to the gods’ will; a slow and merciless death awaits."
THE HOUSE OF THE DEAD: Remake,PlayStation 4,2022-04-28,63,6.0,"Nobody leaves here alive!

The House of the Dead: Remake is a remade version of the game introduced in 1997 in arcade platform. A classic arcade rail-shooter receives a whole new entourage and gameplay changes to suit modern gaming standards.

* Hordes of the undead monstrosities in a fast-paced rail-shooter. 
* True to the original gameplay. 
* Well known arcade classic with modern graphics and controls. 
* Multiple endings."
BRAWL,PlayStation 4,2015-04-24,62,6.4,"It’s a horror-themed party game for up to four players. The game mixes well-known gameplay (you try to blow up your opponents with strategically placed bombs) with MOBA elements. There are eight characters, each with unique skillset. The easiest way to learn which character is best suited to your style is to play through the story mode that serves as a tutorial. BRAWL is mainly a party game and as such it features five local multiplayer modes, two online only, and two modes that can be played by one or two players in cooperation."
Groundhog Day: Like Father Like Son,PlayStation 4,2019-09-17,62,5.4,"You’re stuck in a time loop as Phil Connors, Jr., back in Punxsutawney for Groundhog Day in this virtual reality sequel to the iconic hit movie. Don’t worry, Ned will show you the way. But watch that first step — it’s a doozy! So why don’t you stay here a while?"
Ghost Blade HD,PlayStation 4,2017-02-28,62,6.3,"Ghost Blade HD is an intense bullet-hell shoot 'em up game, with satisfying and addictive score-based gameplay, with its tradition going back to the shooting games of the 1990s era. Designed with a modern graphic style and special effects, Ghost Blade also features a 2-player mode. Ghost Blade HD Is easy to learn, yet hard to master."
Hyper Scape,PlayStation 4,2020-08-11,62,5.1,"Futuristic Urban Battle Royale. Loot and fuse powerful Hacks and unique weapons in fast-paced battles, and rise to become a true champion of the Hyper Scape. Welcome to Neo Arcadia. Fight your way through the unique districts of Neo Arcadia, a virtual city featuring imposing landmarks that bring verticality to the next level. Engage in high-stakes combat as you explore its streets, interiors, and rooftops. Hyper Scape offers two ways to win: Fight to be the last one standing, or capture the Crown that spawns near the end of the match. Keep possession of the Crown for long enough, and you and your squad will claim victory! [Ubisoft]"
WRC 5,PlayStation 4,2015-10-13,62,5.4,"In WRC 5, you can start to drive at early morning, in the middle of the day, during the sunset or even during the night. These different moments of the day allow you to experience various atmospheres (morning fog, dazzling sunset) and the headlights’ ramp will be very useful for the night stages."
Agents of Mayhem,PlayStation 4,2017-08-15,62,6.6,"In the wake of a global assault, the world has fallen under the rule of LEGION, a supervillainous cabal of criminal masterminds and costumed megalomaniacs. The only people who are capable of turning the tide are the Agents of MAYHEM. Led by Persephone Brimstone, these uniquely skilled agents are going to take down this New World Disorder by any means necessary. Take the fight to LEGION in Seoul: The City of Tomorrow, an open world chock full of world-shaking missions, city-spanning doomsday devices, and evil underground lairs. Take your team of three Agents into the field and swap between them on the fly for maximum mayhem. Upgrade and customize your Agents to create your personal dream team of gadget-wielding anti-heroes. Upgrade the ARK–MAYHEM HQ–to unlock even more mayhem-making means. [Deep Silver]"
Velocibox,PlayStation 4,2015-07-28,62,5.8,"Experience lightning-fast twitch gameplay, with mind-bending flips and spins, that is sure to challenge (and maybe frustrate) even the most hardcore of hardcore gamers. Velocibox promises to test your abilities to the brink, and beyond. Advance through 80+ patterns and levels by dodging obstacles at break neck speeds. Rely on split second reactions and instincts as you flip and rotate sideways to navigate through each diabolical level. [Sony]"
Poison Control,PlayStation 4,2021-04-13,62,6.6,"This shooter-meets-action title combines high-octane gameplay and a grim-yet-charming art style into one unforgettable adventure. Use Poisonette's powers to purify poison mires while blasting away enemies as her gunslinging vessel. You can also customize your gameplay experience by choosing between a male or female vessel, unlocking weapons and enhancements with each world you purify, and increasing certain stats of Poisonette through choice-based dialogue. A poisonous partnership: swap between the poison-absorbing Poisonette and her gun-wielding vessel, and combine firepower and zone control to destroy the creatures of the poison mires. Enigmatic encounters: uncover the mysterious circumstances that set Poisonette and her vessel on the poisonous path towards redemption. Corrupt and colorful: with an art style that's as grim as it is charming, this twisted tale practically jumps off the screen! From vivid stages to vibrant gameplay effects, this adventure is as much a visual experience as it is visceral."
Blue Rider,PlayStation 4,2016-09-14,62,5.0,A shoot-em-up inspired arcade classics.
Chimparty,PlayStation 4,2018-11-13,62,6.4,"Grab your smart device and stake your claim as a jungle VIP in this multiplayer PlayLink game, where up to four players can battle it out across 18 wacky mini-games, with 90 levels between them.

It doesn't matter whether you're new to gaming or the King Kong player among friends and family, there's something for everyone here, from flinging your chimp into a hoop, to escaping your rivals in a manic tag contest.

FEATURES:

* Easy-to-learn gameplay -- Using your smart device as a controller, each mini-game is accessible and intuitive. Simply use one on-screen button with skill and timing, to jump, float, run, paint and more.

* Enjoy five different themes -- Play across a prehistoric jungle, haunted castle, pirate harbour, alien landscape and wizard's manor, with changes in gravity, shape-changing antics and interactive elements to watch out for.

* Customise your chimp champ -- Give your cheeky monkey the look of a winner, with selectable headgear, accessories and shoes, with the chance to unlock more as you play. And all your customisations and progress stays on the Chimparty app, no matter which PS4 you play on."
The Infectious Madness of Doctor Dekker,PlayStation 4,2018-06-05,62,4.7,Assume the role of a psychiatrist trying to solve a murder whilst treating the unusual patients of the recently deceased Doctor Dekker. Ask any questions and collect the evidence as you uncover the identity of the randomly generated murderer whilst trying to figure out the chaos that was left behind.
Blind,PlayStation 4,2018-09-18,62,5.0,Blind is a narrative-driven psychological thriller for virtual reality where the player is blind and must explore their surroundings using echolocation.
Assassin's Creed Odyssey: Story Arc 1 - Legacy of the First Blade: Episode 2,PlayStation 4,2019-01-15,62,4.0,"In Shadow Heritage, the second episode of Legacy of the First Blade, players will fight alongside Darius and use their naval prowess to fight against The Tempest-a formidable new enemy with a devastating arsenal and fleet at her command. Players will help the threatened innocents escape and destroy the blockade of the Greek Order."
Dangerous Driving,PlayStation 4,2019-04-09,62,3.9,"From the creative talent behind the genre-defining Burnout series, Dangerous Driving puts aggression back into the racing genre, recapturing the spirit of the past and taking it to a new place. Dangerous Driving is a game about real driving. The sort of driving you want to do when no one else is looking. The sort of driving you’d love to do if only everyone else would get OUT OF THE DAMN WAY! This game gives you the chance to live out that fantasy. To floor it in everyday cars, at high speeds, weaving in and out of traffic and slamming the other cars right off the road. This is a game built in the spirit of the classic arcade racing games of the 80’s and 90’s. It’s about speed, driving skill and beautiful powerslides around epic corners. It’s also about all out aggression, instant retaliation and sweet, sweet revenge. The more dangerously you drive, the faster you can go."
The Lost Child,PlayStation 4,2018-06-19,62,5.1,"Occult journalist Hayato Ibuki encounters a strange girl during his investigations into a series of mysterious suicides in Tokyo. She implores that Hayato must live, before bestowing upon him a mystical device that allows him to capture celestial and arcane creatures. He is now thrust into a world beyond our own, home to horrific monsters and celestial beings. In it, he must delve into dungeons called Layers and solve the mystery of the device. Where his journey leads him could decide the fate of our world...

FEATURES:

* Mythology Unbound -- Features 100+ astrals from myths and legends to capture, each with 3 unique forms to progress through.

* Spread the Wealth of Knowledge -- There are more than 250+ skills to learn and distribute among your party of captured Astrals.

* The Infinite Abyss Awaits -- Test yourself against massive dungeons with up to 99 floors of deadly dangers."
Super Monkey Ball: Banana Blitz HD,PlayStation 4,2019-10-29,62,5.5,"""Hold onto your bananas, because Super Monkey Ball: Banana Blitz HD is rolling your way! Experience the magic of one of the most beloved titles in the series, now remastered in HD!

Head back into the fantastical world of Super Monkey Ball and take back your bananas from the space alien pirate king, Captain Crabuchin. Race through over 100 colorful stages and challenge your friends and family to 10 fan-favorite Party Games! Feeling like the fastest, most maneuverable monkey around? Try out Time Attack mode or the grueling Decathlon endurance run! Will you make it onto the scoreboard?"""
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PlayStation 4,2017-04-25,62,4.9,The latest chapter continues to follow Javier and Clementine’s journeys through the zombie apocalypse.
Monster of the Deep: Final Fantasy XV,PlayStation 4,2017-11-21,62,8.7,"The fishing feature of Final Fantasy XV has been revamped and revitalized for PS VR. Join Noctis, Ignis, Prompto, Gladio, and other familiar faces in a picturesque virtual reality backdrop en route to a thrilling encounter with the menace that lurks in the depths."
Intruders: Hide and Seek,PlayStation 4,2019-02-13,62,6.7,"Intruders: Hide and Seek is a first-person stealth game, an intense thriller combining psychological terror with the point of view of a defenseless boy. Three dangerous intruders slip into the house, and your only option is… to hide."
Nebulous,PlayStation 4,2016-08-31,62,tbd,"While exploring space, Commander Dash Johnson is pulled through a wormhole filled with giant puzzles and deadly traps. Players strategically position devices such as gravity altering machines, bouncers, conveyor belts and other gadgets to direct Commander Johnson away from obstacles and toward each stage's exit portal."
AIPD - Artificial Intelligence Police Department,PlayStation 4,2016-01-29,62,tbd,"Enter the AI arena and fight evil artificial intelligences with a variety of weapons and modifications. AIPD is a top-down coop twin-stick shooter with a visual style that is an homage to 80s neon art styles, pioneered by games like Minestorm on the Vectrex console system or feature films like TRON."
Legend of Kay Anniversary,PlayStation 4,2015-07-28,62,5.9,"Ten years after its original release, Legend of Kay - Anniversary is a remastered version of the initial game: high-resolution textures; new, more detailed character models; modern rendering techniques and crystal-clear surround sound promise to give this great classic a new shine."
Mutant Football League,PlayStation 4,2018-01-19,62,7.2,"Mutants and monsters unleash maniacal carnage on the gridiron in this crazy gore fest of arcade-style football. Packed full of humor, intense online multiplayer action, and strategy."
Small Radios Big Televisions,PlayStation 4,2016-11-08,62,tbd,Explore the inner workings of deserted factories in search of data cassettes that contain boundless virtual worlds. Collect more tapes and explore more worlds and you'll soon discover new methods of traversal and control that will take you farther than you'd ever expect.
Spellspire,PlayStation 4,2017-05-23,62,tbd,"Blast fiends by spelling words and make your way to the top of the Spellspire. Spellspire is a mashup of word game and action role playing game. Pick letters from a grid to spell words and shoot them from your wand as spells. The longer the word, the bigger the blast. Collect gold dropped by slain monsters and buy more potent wands, hats and robes with magical special effects and abilities. Will you reach the top of the Spellspire, and what will you find?"
Outward,PlayStation 4,2019-03-26,62,6.9,"No remarkable journey is achieved without great effort. Outward is an open-world RPG where the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark. Explore the vast world of Aurai, embark on memorable adventures alone or with your friends."
Namco Museum Archives Vol. 1,PlayStation 4,2020-06-18,62,tbd,"NAMCO MUSEUM ARCHIVES Volume 1:

    Galaxian
    Xevious
    Mappy
    Dragon Buster
    Pac-Man
    Dig-Dug
    The Tower of Druaga
    Sky Kid
    Dragon Spirit: The New Legend
    Splatterhouse: Wanpaku Graffiti
    Pac-Man Championship Edition"
The Tomorrow Children: Phoenix Edition,PlayStation 4,2022-09-06,62,8.5,The Tomorrow Children: Phoenix Edition takes place within an alternate future following a failed experiment to unite the minds of all humanity. The return of civilisation now lies in the hands of Projection Clones; life forms capable of venturing deep into the Void in search of preserved human survivors. That’s where you come in...
Zombie Army Trilogy,PlayStation 4,2015-03-03,62,7.2,"In the dying embers of World War II, Hitler has unleashed one final, unholy gamble – a legion of undead super soldiers that threatens to swallow up the whole of Europe. Fight alone or team up to save humanity from the zombie menace in this apocalyptic third-person shooter."
Toy Soldiers: War Chest,PlayStation 4,2015-08-11,62,7.1,"Leaving the battlefields of past eras behind, players face off against rival toy armies to determine who rules the battlefield."
Ninjin: Clash of Carrots,PlayStation 4,2018-09-04,62,5.5,"An anime-inspired beat-’em-up with a gaggle of varied enemies, deep customization…and ninjas! Play through side-scrolling worlds consisting of multiple stages and collect carrots stolen by the evil Shogun Moe."
Fantastic Contraption,PlayStation 4,2017-07-11,62,tbd,Build and create in a Fantastic world. Fantastic Contraption is a surreal VR puzzle game where you use simple tools to assemble amazing machines to get your ball to the goal area.
The Station,PlayStation 4,2018-02-20,62,6.5,"How would you react if a sentient alien civilization was discovered that challenged everything you knew about biology, chemistry, physics, and religion?"
Here They Lie,PlayStation 4,2016-10-13,62,6.8,"Here They Lie is a psychological horror experience that injects you into a frightening, surreal world riddled with strange and malevolent creatures. Horrors lurk around every corner, just out of sight, haunting and infecting your mind. Dare yourself to go deeper down the rabbit hole and confront the meaning of your existence. The game focuses on narrative, and the experience of dread. [Tangentlemen]"
FlatOut 4: Total Insanity,PlayStation 4,2017-03-17,62,6.0,"Flatout 4: Total Insanity elevates the level of hard hitting, fast paced action in the demolition derby style racing genre. The game offers bigger, louder, better and more outrageous stunts and collisions. Also, fans of the genre can still enjoy some of the popular classic stunts too, as FlatOut 4: Total Insanity offers something for FlatOut fans both new and familiar."
Little Witch Academia: VR Broom Racing,PlayStation 4,2021-07-15,62,tbd,"Soar through the skies, hunt for ghosts, and become the best witch racer in the world!

Enroll at the prestigious Luna Nova Witchcraft Academy and compete with your fellow student witches to win the prestigious Stella Cup.

Experience the thrill of flight across more than a dozen tracks! Cast magic to speed up and slow other teams down as you race to finish first! Purify the school's restless spirits in special ghost hunting missions.

Use rewards from winning races and completing missions to buy new brooms, enhance your magic powers, and find the best combination to become the top student!

Play with the other users in online multiplayer and take in the sight of the world of Little Witch Academia together!"
Werewolf: The Apocalypse - Heart of the Forest,PlayStation 4,2021-02-24,62,7.0,"Explore the myths and monsters of Europe’s last primeval wilderness. Play as Maia, who arrives at the ancient Białowieża Forest looking to explore her family history. Discover Rage in an adventure game inspired by the experience of the legendary tabletop roleplaying game Werewolf: The Apocalypse."
Torchlight III,PlayStation 4,2020-10-13,62,3.5,"It's been a century since the events of Torchlight II, and the Ember Empire is in decline. In Torchlight III, Novastraia is again under threat of invasion and it's up to you to defend against the Netherim and its allies. Gather your wits and brave the frontier to find fame, glory, and new adventures!

Travel the Frontier
Explore the wilderness, party with friends, gather materials to craft gear, or use magic to enter unknown dungeons! There's always something to do in the new frontier.

Build & Upgrade Your Fort
It's time to rebuild and that includes you! Enjoy your very own fort, where you can upgrade gear and renovate your fort to show off to your friends and the world. 

Collect Epic Gear
Whether it's armor, weapons, dyes, recipes, ember cores, or even new pets...there's always more to find as you battle through dungeons and take on dangerous foes. 

Pets Are Back
Fight your way to fame and glory with your loyal companion! Add skills and equip them with gear to make them stronger. Each species comes in a myriad of colors and styles, so make sure to collect them all! 

Build Your Hero
With four unique classes to choose from, players can utilize class-specific mechanics to maximize damage and their odds of survival. Combine epic gear, Relic powers, and class abilities to customize your playstyle."
Battle Worlds: Kronos,PlayStation 4,2016-04-26,62,5.7,"Battle Worlds: Kronos is a turn-based strategy game that stays true to its hexagonal-roots, inspired by classics like Battle Isle. The planet is once again torn by war, for the succession of a new emperor. Its destiny is in your hands."
Malicious Fallen,PlayStation 4,2017-02-21,62,5.5,"When the forces of ultimate evil are unleashed on the world, only the Spirit Vessel can hope to subdue them. Malicious Fallen includes the complete story so far and adds two brand new chapters, Pursuit and Demise. Experience the thrilling finale of the Malicious saga, remastered, enhanced, and expanded for PS4."
Little Nightmares: The Depths,PlayStation 4,2017-07-07,62,5.9,"Others lead the escape but the Kid drops down into the Depths of the Maw. Little does he know that this murky place is home to The Granny - abandoned to decay and rage she will let no-one go. He must struggle on if he wants to survive, leap from floating debris to avoid being pulled into the treacherous waters, and find a way to create a path through the depths."
Worms Battlegrounds,PlayStation 4,2014-06-03,62,5.9,"Worms Battlegrounds features an extensive single player campaign spanning 25 story missions and 10 “Worm-Ops” time-attack missions, which are set across five stunning environments (Inca, Viking, Feudal Japan and Industrial Revolution) with new day-to-night lighting transitions."
Adventure Time: Pirates of the Enchiridion,PlayStation 4,2018-07-17,62,6.3,"It's Adventure Time! Finn and Jake have saved the Land of Ooo more times than they can count -- but, this time, they might be in over their heads. Somebody's up to bad biscuits. They got their hands on another Enchiridion, and they've somehow used it to flood the Land of Ooo. Help Finn and Jake as they take to the high seas to solve this latest mystery and save the kingdoms of Ooo in this all-new third-person puzzle adventure. Freely explore unknown waters and familiar kingdoms with your crew of Adventure Time buddies. Unleash your heroes' unique abilities in exciting tactical battles on land and sea, and interrogate pirates and other suspicious characters as you try to figure out what son of a blee blop is behind this disastrous series of events."
We Were Here Together,PlayStation 4,2021-02-23,62,6.4,"As we explore these frozen wastes, misfortune strikes once again. Through the fierce blizzard, a flare lights the sky, followed by a cry for help over the radio - broken, dying... No one else can come to their rescue. Can we make it back - together?"
Lightfield,PlayStation 4,2017-09-26,62,tbd,"Lightfield is a hyper futuristic racing game with a parkour twist. Drive on any surface including walls, tunnels, and sci-fi architecture to piece together the fastest racing line."
Conception Plus: Maidens of the Twelve Stars,PlayStation 4,2019-11-05,62,4.1,"The baby boom is back as this Star-Filled RPG is reborn on Steam!

The main protagonist, Itsuki Yuge, is suddenly summoned to the magical world of Granvania to save it from evil Impurities. As the savior from another world known as ""God's Gift,"" Itsuki and his Star Children, born between him and the 12 Star Maidens, are the only ones capable of banishing these Impurities. To return to his own world, he must save this one with the help of his Star Children!

KEY FEATURES

* The Stars Have Aligned Deepen your bonds with the 12 Star Maidens to birth a new generation of Star Children with updated graphics!
* Bred to Fight Form a party up to 13 characters strong and fight through stimulating positioning-based battles!
* Adapt and Conquer with the Power of the Stars Featuring Stardust Labyrinths that transform every time you step inside!
* The More, the Merrier Flourish a new bond with a newly conceived character, Alfie the trainer!"
WWE 2K15,PlayStation 4,2014-11-18,62,5.2,"For the first time, guide your custom Superstar through an authentic WWE career in the MyCareer Mode. From NXT to RAW, make your way up to the WWE Championship and live the life of an actual WWE Superstar.  By using new motion capture technology, 2K15 includes many more new animations than any previous WWE title. The game also includes a new chain wrestling system."
Color Guardians,PlayStation 4,2015-05-12,62,6.2,"Despite its colorful veneer, Color Guardians is a challenging platformer that requires skill, dexterity, and good memory. Easy to learn and quite impossible to master, the game challenges players to quickly negotiate an onslaught of obstacles while shifting between different guardians. It's multi-tasking madness. [Fair Play Labs]"
Back to Bed,PlayStation 4,2015-08-25,62,5.2,"Bob the sleepwalker has a habit of always falling asleep in hazardous places. Luckily for Bob, his subconscious protector, Subob, is always ready to save him. Now the challenge for Subob is to guide Bob to safety, across rooftops, avoiding falls, and around dangerous creatures from the nightmares of Bob."
Rory McIlroy PGA Tour,PlayStation 4,2015-07-14,61,3.8,"Gameplay offers multiple ways to play, including arcade controls where the left stick is used to control power and accuracy, with the ability to add spin to the shot while the ball is in the air. In addition to the arcade controls, the return of 3-Click swings appeals to nostalgic gamers who prefer to set power and accuracy by tapping a button rather than moving a thumbstick. Those looking for an extra challenge can turn on Tour settings. When playing with Tour controls, the length of your backswing and speed of your follow through determine power, while the club path through the ball will be the most important factor in accounting for accuracy. Fans can also mix and match all three settings to create their own custom gameplay style. Courses themselves also affect how your shots are played, as firmer, links-style courses like St. Andrews provides more bounce and roll, while softer courses such as TPC Sawgrass have less bounce and be more receptive to spin. [EA Sports]"
99Vidas,PlayStation 4,2017-07-18,61,6.4,"99Vidas is a brawler set in a contemporary world that pays tribute to both classic and new games in the industry. Brought to you in 16-bit pixelated glory, chock-full of references to not only gaming but also 80’s and 90’s pop culture."
Gunscape,PlayStation 4,2016-03-01,61,5.0,"Create, play and share your own FPS experiences. Mash-up your favourite classics into something amazing!"
Warhammer Age of Sigmar: Storm Ground,PlayStation 4,2021-05-27,61,tbd,"The first strategy videogame adaptation of Age of Sigmar’s dark-fantasy universe. Lead your highly-customisable force, and unlock new units, equipment and skills in this dynamic turn-based game packed with fast-paced warfare."
Friday the 13th: The Game,PlayStation 4,2017-05-26,61,6.4,"Friday the 13th: The Game is a third-person horror, survival game in which players assume the role of a teen counselor, or for the first time ever, Jason Voorhees. You and six other unlucky souls will do everything possible to escape and survive while the most well-known killer in the world tracks you down and brutally slaughters you. Friday the 13th: The Game will strive to give every single player the tools to survive, escape or even try to take down the man who cannot be killed. Each and every gameplay session will give you an entirely new chance to prove if you have what it takes not only to survive, but to best the most prolific killer in cinema history, a slasher with more kills than any of his rivals. Meanwhile, Jason will be given an array of abilities to track, hunt and kill his prey. Stalk from the shadows, scare your targets and kill them when the time is right in as brutal a fashion as you can imagine. Take control of the legendary killer that is Jason Voorhees and terrify those unfortunate enough to cross your path."
Tour de France 2016,PlayStation 4,2016-06-16,61,6.9,"Embody the greatest cycling champions competing to conquer the yellow jersey along the 21 official stages of a Tour de France 2016, packed with exciting new features! Experience the emotions of a pro-rider by attacking, sprinting, counter-attacking; picking the best trajectories and taking the best tactical decisions to lead your team-mates to victory. Take to the road in solo, compete against your friends, or play in coop on the same screen.

 Your challenge? Conquer the yellow jersey!
 Become the best descender in Challenge mode
 Build your dream team in Pro Team mode
 Coop and versus local multiplayer"
Naruto to Boruto: Shinobi Striker,PlayStation 4,2018-08-31,61,6.0,"The Naruto franchise is back with a brand new experience in Naruto to Boruto: Shinobi Striker. This new game lets gamers battle as a team of 4 to compete against other teams online! Graphically, Shinobi Striker is also built from the ground up in a completely new graphic style. Lead your team and fight online to see who the best ninjas are!

FEATURES:

* 4 vs. 4 team based gameplay with 8 ninjas fighting simultaneously; play co-op with your friends to become the best ninjas online.

* Enjoy a new graphic style with more vivid colors for characters, maps and ninjutsu.

* Dynamic 3rd person ninja gameplay lets players take advantage of an arena environment with vertical running and jumping.

* Features favorite Naruto characters and teams from the series including Naruto, Sasuke, and Team 7."
World of Warriors,PlayStation 4,2018-03-21,61,2.9,"Let Battle commence! Coming exclusively to PS4, World of Warriors lets you summon the greatest warriors in history to do battle across the Wildlands."
WE ARE DOOMED,PlayStation 4,2015-04-14,61,5.9,"We Are Doomed is a twin-stick shooter in which you zap polygon baddies with an absurdly overpowered laserbeam. The laserbeam can be charged into a SUPERBEAM, which goes all the way across the screen zapping everything it touches in short order. The game features a unique lo-fi aesthetic, with bold shapes, glitching geometry, and neon colours. [Vertex Pop]"
Dungeons 2,PlayStation 4,2016-05-24,61,6.7,"Assume control of the powerful Dungeon Lord and build an array of unique and terrifying dungeons, recruit an army of scary creatures and command 2 new factions. Prepare to defend your Kingdom against those pesky heroes, go above ground to wage war on their human cities and use the Hand of Terror' to take direct control over your minions, issue commands, and even dish out a swift slap to keep them in line."
WWI Tannenberg: Eastern Front,PlayStation 4,2020-07-24,61,8.3,Experience authentic First World War action with 64 player battles of maneuver on the Eastern Front. Warfare between the Russian Empire and the Central Powers is a tense battle for dominance – stay close to your squad to survive!
The Good Life,PlayStation 4,2021-10-15,61,5.8,"Play as Naomi, a journalist from New York who moves to a backwoods British town called Rainy Woods in order to pay off her massive debt.

The only way for her to escape from debt hell is to take pictures of happenings in the town and report on them. Of course, 'the happiest town in the world' is not your average town... 

The inhabitants of the happiest town in the world are some of the most bizarre people you'll ever come across. You'll live alongside them as you solve mysteries and experience a hearty helping of craziness. We're sure that you'll eventually come to love all the mystery, horror, and good old charm that this town has to offer."
Raging Justice,PlayStation 4,2018-05-08,61,6.0,"Raging Justice is a classic beat ’em up game of epic proportions, dragging the savage charm of the genre kicking and screaming into the 21st century."
Middle-earth: Shadow of Mordor - Lord of the Hunt,PlayStation 4,2014-12-16,61,6.1,"In conjunction, Torvin and Talion hunt the wildest beasts of Mordor turning them against Sauron's forces. Hunt new monsters, unearth hidden lairs, earn special runes and dominate deadly creatures to turn against your enemies. Unlocks the exclusive Beast-hunter Skin and Test of the Wild Challenge Mode."
Risk: Urban Assault,PlayStation 4,2016-08-02,61,5.3,"Helm your troops to victory with Risk Urban Assault. In a post-apocalyptic world, exhort your armies and march across some of the most famous cities around the globe. From Shanghai to New York, act cunning and play strategically to defeat your opponents."
Filthy Lucre,PlayStation 4,2016-09-16,61,6.4,"Filthy Lucre is a tactical stealth action game you can play single player and co-op, both split screen and online."
Demon's Crystals,PlayStation 4,2017-05-12,61,tbd,"Demon’s Crystals is a frenetic twin stick shooter where you guide the Urican demons through countless hazards in order to restore peace to the world. The Urican have always been at the top of the food pyramid, but one day three mysterious beings arrived causing the once peaceful inhabitants of the world to become aggressive and destructive. [Playstation.com]"
Obey Me,PlayStation 4,2020-04-21,61,tbd,"Obey Me is a 3D Brawler highlighting a duo of misfit demons fighting hordes of mutants, fiends and angelical machines alike. Set in the modern world, Heaven and Hell are locked in a millennial conflict for the souls of Mankind. Vanessa Held, a lowly Soul Huntress in the infernal ranks, and her Hellhound companion, Monty, will tip the balance of the war with their own hands. Roam through a city filled with peril, slashing, kicking and crushing your foes. Consuming their souls to get stronger, combining attacks, unlocking new combos, powers, and transformations."
Morbid: The Seven Acolytes,PlayStation 4,2020-12-03,61,7.0,Morbid: The Seven Acolytes is a Horrorpunk Action RPG filled with Lovecraftian horrors and Cronenbergian gore.
JETT: The Far Shore,PlayStation 4,2021-10-05,61,2.0,"JETT: The Far Shore invites you on an interstellar trip to carve out a future for a people haunted by oblivion in this cinematic action-adventure. As scout Mei, be the first to deploy to a mythic ocean planet. Take the helm of a 'jett' and explore a vast unknown – skim low over waves, roar up pristine coastlines and carve through otherworldly woods. Adapt to an intricate, systemic open world and persevere through adversity alongside an intimate ensemble cast in this story of courage, wonder and regret.

Embark on an exploratory single-player adventure presented in five captivating acts encompassing monumental moments, laid-back exploration, occasional white-knuckle action, moments of heartfelt companionship, and a helping of existential dread."
Maglam Lord,PlayStation 4,2022-02-04,61,tbd,"The Demon King is an endangered species 

Magic Sword Creation Action RPG!

The hero was making a name for himself as the worst demon king. When they wake up from a long sleep, they are designated as an ""endangered species""!

Craft a magic sword with your friends and fight for a complete revival!

In order to avoid extinction, it is possible to ""concatenate"" with heroes and cooperators ...?

An exhilarating action RPG!"
Downward Spiral: Horus Station,PlayStation 4,2018-09-18,61,4.8,Downward Spiral: Horus Station is a mysterious and atmospheric zero gravity thriller set in the lost and forgotten Horus Station.
Ginger: Beyond the Crystal,PlayStation 4,2016-10-25,61,6.2,"A world destroyed by a crystal explosion, a mysterious threat hanging over its inhabitants, and a goddess who creates a hero. This is Ginger: Beyond The Crystal. Ginger must reestablish the connection with the goddess by purifying corrupted crystals that have spread throughout the worlds. It won’t be easy — the worlds are full of enemies and traps across 15 different levels. [Playstation.com]"
Obduction,PlayStation 4,2017-08-29,61,5.8,"Everyday life is gone. An organic artifact that fell from the sky inexplicably transports you across the universe. You're in a place called Hunrath, with pieces of earth scattered within an alien landscape. Nobodys here - well... almost nobody. Explore, uncover, solve, decide. This is your story now."
The Walking Dead Onslaught,PlayStation 4,2020-09-29,61,7.0,"There’s no rest when survival is on the line. Step into AMC’s The Walking Dead and prepare for an onslaught of walkers as you assume the roles of your favorite characters from the show, and confront the horrors and humanity of this apocalyptic new world."
Island Time VR,PlayStation 4,2018-04-03,61,5.3,"After a journey at sea, you are shipwrecked on a tiny island. Using your wit, ingenuity, and the advice of Carl the Crab, you must find a way to keep yourself from starving and survive."
JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation 4,2016-06-28,61,7.8,"Featuring a new two-on-two battle system, larger arenas, more characters, all the DLC previously released in Japan, and a new scenario from Hirohiko Araki’s epic series, get ready to experience the House of Joestar like never before."
Metal Max Xeno,PlayStation 4,2018-09-25,61,5.8,Metal Max Xeno is a post-apocalyptic RPG. Collect and customize tanks to battle mutated creatures and robotic enemies.
Monster Jam Steel Titans 2,PlayStation 4,2021-03-02,61,5.5,"Monster Jam Steel Titans 2 features more fan-favorite trucks in brand new Monster Jam worlds. Brand new online multiplayer modes, 38 trucks to choose from and five new outdoor worlds! Drivers train at Camp Crushmore and compete in authentic stadiums to become the ultimate champion. Truck roster features 38 of the greatest trucks in Monster Jam history, including Higher Education, Sparkle Smash and Grave Digger. Five all-new Monster Jam Worlds that expand the Monster Jam universe! Explore and uncover Monster Jam secrets. Compete just like the pros in 12 authentic stadiums and game modes inspired by the real-world shows!

Perform your favorite stunts! Bicycles, Stoppies, Moonwalks, Walk Its, Cyclones, Pogos, Power Outs and Back-Flips!

Improved Gameplay! Enjoy a range of improvements in physics, career and exploration!"""
