,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
8163,Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,,,,,
8164,Juiced,XB,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,68.0,39.0,9.1,15.0,Juice Games,T
8165,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18,38.0,14.0,3,12.0,"Eighting, Takara Tomy",E10+
8166,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18,47.0,7.0,tbd,,Warthog,E
8167,Shaun White Skateboarding,Wii,2010,Sports,Ubisoft,0.13,0.03,0.0,0.01,0.18,59.0,6.0,tbd,,Ubisoft Montreal,E10+
8168,DiRT Showdown,PS3,2012,Racing,Codemasters,0.02,0.12,0.0,0.03,0.18,75.0,27.0,6.3,43.0,Codemasters,E10+
8169,Virtua Tennis,GBA,2002,Sports,Atari,0.13,0.05,0.0,0.0,0.18,83.0,14.0,tbd,,Altron,E
8170,Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0.0,0.0,0.02,0.18,,,5,4.0,,
8171,Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,,,,,
8172,SimCity Creator (JP sales),DS,2008,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18,,,,,,
8173,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0.0,0.0,0.18,0.0,0.18,,,,,,
8174,Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0.0,0.02,0.18,56.0,16.0,8.3,27.0,Sonic Team,E
8175,UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,54.0,29.0,7.7,7.0,Opus,T
8176,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18,63.0,10.0,tbd,,Eurocom Entertainment Software,E
8177,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,,,tbd,,Konami Computer Entertainment Hawaii,E
8178,Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.16,0.0,0.0,0.01,0.18,,,6,6.0,Gorilla Systems,E
8179,Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0.0,0.01,0.18,60.0,5.0,tbd,,Bitmap Brothers,E
8180,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18,67.0,43.0,7.6,25.0,Pseudo Interactive,T
8181,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,Visual Concepts,E
8182,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18,,,,,,
8183,How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.03,0.0,0.02,0.18,51.0,18.0,7,6.0,Etranges Libellules,E10+
8184,Backyard Basketball,GBA,2004,Sports,Atari,0.13,0.05,0.0,0.0,0.18,,,tbd,,Mistic Software,E
8185,Madden NFL 09,XB,2008,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,,,5.5,6.0,EA Tiburon,E
8186,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0,Koei Tecmo Games,T
8187,Scooby-Doo! Unmasked,GBA,2005,Platform,THQ,0.13,0.05,0.0,0.0,0.18,,,,,,
8188,Summon Night 4,PS2,2006,Role-Playing,Banpresto,0.0,0.0,0.18,0.0,0.18,,,,,,
8189,NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0,EA Black Box,E
8190,Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,,,,,
8191,Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0.0,0.03,0.18,,,7.1,18.0,Telltale Games,T
8192,Namco Museum: 50th Anniversary,XB,2005,Misc,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18,62.0,23.0,tbd,,Backbone Vancouver,E10+
8193,Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft,0.16,0.0,0.0,0.01,0.18,,,5.2,9.0,Ubisoft,E
8194,Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56.0,46.0,7.1,55.0,"Replay Studios, ML Enterprises",M
8195,NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0.0,0.01,0.18,87.0,18.0,tbd,,Visual Concepts,E
8196,MindJack,PS3,2011,Shooter,Square Enix,0.07,0.07,0.0,0.03,0.18,44.0,31.0,1.7,46.0,FeelPlus,M
8197,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0.0,0.01,0.18,,,tbd,,THQ,E10+
8198,NBA Starting Five,PS2,0,Sports,Unknown,0.09,0.07,0.0,0.02,0.18,53.0,10.0,7.3,7.0,Konami,E
8199,NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.18,59.0,27.0,6.1,70.0,EA Sports,E
8200,WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.14,0.02,0.0,0.01,0.18,58.0,15.0,7.8,6.0,TOSE,T
8201,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38.0,34.0,5.6,37.0,"Team Ninja, Tecmo",M
8202,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91.0,36.0,7.1,2318.0,From Software,T
8203,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,75.0,37.0,8,23.0,Surreal Software,M
8204,EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,78.0,32.0,8.3,11.0,SCEE London Studio,E
8205,Transformers: Prime,3DS,2012,Action,Activision,0.13,0.02,0.0,0.02,0.17,,,,,,
8206,Fancy Nancy: Tea Party Time!,DS,2010,Adventure,THQ,0.16,0.0,0.0,0.01,0.17,,,tbd,,Webfoot Technologies,E
8207,Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,73.0,26.0,7,151.0,Microsoft Game Studios,E10+
8208,Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,54.0,15.0,4.6,5.0,3DO,T
8209,Yakuza Zero: The Place of Oath,PS4,2015,Action,Sega,0.0,0.0,0.17,0.0,0.17,,,,,,
8210,The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,0.1,0.07,0.0,0.01,0.17,,,,,,
8211,Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.14,0.02,0.0,0.02,0.17,,,tbd,,Cauldron Ltd.,E
8212,SEGA Bass Fishing Duel,PS2,2002,Sports,Sega,0.09,0.07,0.0,0.02,0.17,68.0,13.0,tbd,,Wow Entertainment,E
8213,Teen Titans,GBA,0,Action,Unknown,0.13,0.05,0.0,0.0,0.17,61.0,9.0,tbd,,Artificial Mind and Movement,E10+
8214,Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17,39.0,4.0,tbd,,Sennari Interactive,E
8215,Mark Davis Pro Bass Challenge,PS2,2002,Sports,Natsume,0.09,0.07,0.0,0.02,0.17,,,tbd,,Sims,E
8216,Rugrats: Royal Ransom,GC,2002,Platform,THQ,0.13,0.03,0.0,0.0,0.17,,,6.7,6.0,Avalanche Software,E
8217,Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,63.0,5.0,7.9,12.0,KCET,E
8218,Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.09,0.07,0.0,0.02,0.17,49.0,12.0,4.5,6.0,3DO,T
8219,Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17,31.0,4.0,4.4,9.0,FUN Labs,E
8220,Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft,0.16,0.0,0.0,0.01,0.17,,,tbd,,,
8221,Open Season,GC,2006,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.17,59.0,6.0,tbd,,Ubisoft,E10+
8222,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44.0,39.0,3.7,59.0,"Namco Bandai Games, Cellius",E10+
8223,EyePet & Friends,PS3,2011,Simulation,Sony Computer Entertainment,0.06,0.08,0.0,0.03,0.17,,,,,,
8224,Street Fighter: The Movie,PS,1995,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17,,,,,,
8225,Major League Baseball 2K9,PS3,2009,Sports,Spike,0.16,0.0,0.0,0.01,0.17,61.0,19.0,4,6.0,2K Sports,E
8226,World Championship Poker,GBA,2004,Misc,Crave Entertainment,0.12,0.05,0.0,0.0,0.17,66.0,5.0,tbd,,Sensory Sweep,E
8227,Global Defence Force,PS2,2005,Shooter,Essential Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8228,Major League Baseball 2K6,GC,2006,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,66.0,8.0,tbd,,Kush Games,E
8229,WordJong Party,Wii,2008,Puzzle,Destineer,0.16,0.0,0.0,0.01,0.17,,,tbd,,Magellan Interactive,E
8230,SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,,,,,
8231,Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,73.0,15.0,7.4,10.0,Namco,E
8232,Super Robot Taisen L,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8233,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0.0,0.02,0.17,72.0,54.0,7,60.0,SimBin,E
8234,The Grim Adventures of Billy & Mandy,GC,2006,Action,Midway Games,0.13,0.03,0.0,0.0,0.17,,,,,,
8235,NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,71.0,31.0,8.2,11.0,High Voltage Software,E
8236,The King of Fighters '97,PS,1998,Fighting,SNK,0.0,0.0,0.16,0.01,0.17,,,,,,
8237,Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0.0,0.01,0.17,,,,,,
8238,Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Sports,505 Games,0.16,0.0,0.0,0.01,0.17,,,tbd,,Starfish,E
8239,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8240,Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,66.0,24.0,9.1,14.0,Page 44 Studios,E
8241,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,72.0,37.0,4.7,399.0,Obsidian Entertainment,T
8242,The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,61.0,17.0,7.3,8.0,Inevitable Entertainment,E
8243,MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17,66.0,15.0,,,Milestone S.r.l,
8244,Backyard Sports Football: Rookie Rush,DS,2010,Sports,Atari,0.16,0.0,0.0,0.01,0.17,,,,,,
8245,Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.17,72.0,13.0,7.8,12.0,Exient Entertainment,E
8246,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17,,,tbd,,FUN Labs,T
8247,True Crime: New York City,GC,2005,Action,Activision,0.13,0.03,0.0,0.0,0.17,59.0,25.0,8.8,24.0,Exakt,M
8248,Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,82.0,35.0,8.7,15.0,Swingin' Ape,T
8249,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8250,Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,74.0,35.0,7.6,74.0,Koei Tecmo Games,T
8251,Trauma Team,Wii,0,Simulation,Unknown,0.14,0.0,0.02,0.01,0.17,82.0,29.0,8.8,25.0,Atlus,T
8252,The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,74.0,55.0,8.2,1326.0,Funcom,M
8253,Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision,0.08,0.07,0.0,0.02,0.17,,,tbd,,Activision,E10+
8254,ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,70.0,10.0,tbd,,Konami Computer Entertainment Nagoya,E
8255,Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17,42.0,4.0,tbd,,Black Lantern Studios,E10+
8256,MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,80.0,19.0,8.3,11.0,BioWare,T
8257,Exhibition Volume 02,XB,2003,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,,,,,,
8258,NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,69.0,33.0,6.7,7.0,Visual Concepts,E10+
8259,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.16,0.0,0.0,0.01,0.17,,,tbd,,Gusto Games,E
8260,Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17,87.0,32.0,7.9,7.0,EA Sports,T
8261,Backbreaker,PS3,0,Sports,Unknown,0.16,0.0,0.0,0.01,0.17,58.0,25.0,7,52.0,NaturalMotion,E
8262,Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,73.0,7.0,8.5,6.0,Eurocom Entertainment Software,E
8263,Power Pro Kun Pocket,GB,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8264,The King of Fighters '97,SAT,1998,Fighting,SNK,0.0,0.0,0.17,0.0,0.17,,,,,,
8265,Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8266,Madden NFL 17,X360,2016,Sports,Electronic Arts,0.14,0.02,0.0,0.02,0.17,,,0.7,6.0,EA Sports,E
8267,Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.11,0.0,0.02,0.17,,,tbd,,Joindots,E
8268,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,,,,,,
8269,Lost in Blue 3,DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,59.0,19.0,tbd,,Matrix Software,E10+
8270,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17,,,,,,
8271,Stormrise,PS3,2009,Strategy,Sega,0.13,0.02,0.0,0.02,0.17,51.0,28.0,5.3,20.0,Creative Assembly,M
8272,Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,84.0,55.0,7.9,18.0,Midway,M
8273,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.0,0.0,0.01,0.17,52.0,57.0,6.1,20.0,"Z-Axis, Ltd.",T
8274,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,69.0,22.0,6.3,7.0,Argonaut Games,M
8275,Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.14,0.0,0.02,0.17,,,,,Asylum Entertainment,E
8276,Cabela's Legendary Adventures,PSP,2008,Sports,Activision,0.16,0.0,0.0,0.02,0.17,,,tbd,,FUN Labs,T
8277,Pictionary,DS,2010,Puzzle,THQ,0.09,0.06,0.0,0.02,0.17,,,tbd,,ImaginEngine,E
8278,Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0.0,0.02,0.17,69.0,14.0,7.2,45.0,Io Interactive,M
8279,MX World Tour Featuring Jamie Little,PS2,2005,Racing,Play It,0.08,0.07,0.0,0.02,0.17,52.0,4.0,tbd,,Impulse Games,E
8280,Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,68.0,21.0,8.7,14.0,Jaleco Entertainment,T
8281,uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.06,0.09,0.0,0.02,0.17,,,tbd,,THQ,E
8282,Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,0.12,0.05,0.0,0.0,0.17,,,,,,
8283,Jikkyou Powerful Pro Baseball 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8284,Backyard NFL Football '09,PS2,2008,Sports,Atari,0.08,0.07,0.0,0.02,0.17,,,,,,
8285,World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.08,0.07,0.0,0.02,0.17,65.0,16.0,5.9,7.0,3DO,T
8286,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0.0,0.02,0.17,71.0,13.0,4.9,368.0,Ubisoft Paris,M
8287,Backyard Baseball '10,PS2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17,,,tbd,,Farsight Studios,E
8288,Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0.0,0.0,0.16,0.01,0.17,,,,,,
8289,Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft,0.07,0.08,0.0,0.02,0.17,,,,,,
8290,PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,53.0,39.0,6.1,16.0,Nihilistic,E10+
8291,The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,,,,,,
8292,RoadKill,PS2,2003,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,71.0,27.0,7.9,11.0,Terminal Reality,M
8293,Hanjuku Eiyuu Tai 3D,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,,,,,
8294,.hack//G.U. Vol.3//Redemption,PS2,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8295,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8296,Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,64.0,6.0,5,4.0,Warthog,E
8297,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0.0,0.02,0.17,54.0,6.0,tbd,,THQ,E10+
8298,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.01,0.0,0.02,0.17,56.0,16.0,5.6,8.0,Traveller's Tales,T
8299,Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,0.12,0.05,0.0,0.0,0.17,52.0,6.0,tbd,,WayForward,E
8300,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17,,,,,,
8301,SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,,,,,,
8302,Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8303,Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,52.0,6.8,25.0,Pam Development,E
8304,Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.13,0.04,0.0,0.01,0.17,72.0,26.0,8.6,5.0,High Voltage Software,M
8305,Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,,,8.5,41.0,Microsoft Game Studios,T
8306,Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0.0,0.01,0.17,60.0,48.0,6.4,37.0,Next Level Games,T
8307,Tokyo Xtreme Racer,DC,1999,Racing,Genki,0.0,0.0,0.17,0.0,0.17,,,,,,
8308,Fighter Maker,PS,1998,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,,,,,,
8309,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0.0,0.04,0.17,81.0,50.0,8.7,140.0,Spike Chunsoft,M
8310,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,82.0,61.0,7.3,12.0,Ion Storm,M
8311,Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0.0,0.14,0.0,0.03,0.17,,,,,,
8312,MotoGP 10/11,PS3,2011,Racing,Capcom,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0,Monumental Games,E
8313,NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9.0,7.4,7.0,SCEA San Diego Studios,E
8314,Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0.0,0.0,0.17,61.0,5.0,6.9,9.0,Vicarious Visions,E10+
8315,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77.0,41.0,7.4,16.0,Ignition Entertainment,E
8316,Glover,PS,1999,Platform,Atari,0.09,0.06,0.0,0.01,0.17,,,,,,
8317,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.12,0.05,0.0,0.0,0.17,,,,,,
8318,Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,,,5.2,5.0,High Voltage Software,E10+
8319,Let's TAP,Wii,2008,Misc,Sega,0.08,0.06,0.01,0.02,0.17,70.0,47.0,6.6,11.0,Prope,E
8320,James Cameron's Dark Angel,PS2,0,Action,Universal Interactive,0.08,0.07,0.0,0.02,0.17,48.0,17.0,6.5,19.0,Radical Entertainment,T
8321,Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8322,Turok 3: Shadow of Oblivion,N64,2000,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17,,,,,,
8323,Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,,,,,,
8324,World Driver Championship,N64,1999,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17,,,,,,
8325,The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,58.0,12.0,6,8.0,TT Fusion,T
8326,Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0,Point of View,M
8327,Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17,,,,,,
8328,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.12,0.05,0.0,0.0,0.17,,,,,,
8329,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,,,,,,
8330,Major League Baseball 2K9,PS2,2009,Sports,Spike,0.08,0.06,0.0,0.02,0.17,,,5.4,5.0,2K Sports,E
8331,Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8332,Bee Movie Game,X360,2007,Action,Activision,0.16,0.0,0.0,0.01,0.17,71.0,25.0,5.8,13.0,Beenox,E
8333,Luxor 3,Wii,2008,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,,,tbd,,MumboJumbo,E
8334,Disney TH!NK Fast: The Ultimate Trivia Showdown,PS2,2008,Misc,Disney Interactive Studios,0.08,0.06,0.0,0.02,0.17,,,,,,
8335,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,,,,,
8336,Fate/Stay Night [Réalta Nua],PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.17,0.0,0.17,,,,,,
8337,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17,65.0,4.0,tbd,,Artificial Mind and Movement,E
8338,The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17,,,,,,
8339,Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0.0,0.04,0.03,0.17,62.0,24.0,7.6,118.0,Spike,M
8340,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.09,0.06,0.0,0.01,0.17,83.0,18.0,7.2,175.0,Eidos Montreal,M
8341,Space Griffon VF-9,PS,1995,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,,,,,,
8342,Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,63.0,12.0,7.7,7.0,Deep Silver,E
8343,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
8344,Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.09,0.06,0.0,0.02,0.17,,,,,,
8345,FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0.02,0.0,0.02,0.17,53.0,37.0,3.8,20.0,EA Canada,T
8346,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.02,0.17,78.0,23.0,8.8,431.0,Pandemic Studios,T
8347,Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17,,,,,,
8348,Gyakuten Saiban 3,GBA,2004,Adventure,Capcom,0.0,0.0,0.16,0.0,0.17,,,,,,
8349,Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,8.8,92.0,Media Vision,T
8350,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,71.0,11.0,9.1,56.0,Tecmo,E
8351,Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,47.0,23.0,6.1,10.0,Krome Studios,T
8352,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,,,,,,
8353,MotoGP 09/10,X360,2010,Racing,Capcom,0.07,0.09,0.0,0.02,0.17,69.0,41.0,5.7,41.0,Monumental Games,E
