game_title,game_platform,game_release_date,metascore,user _score,game_summary
The Chant,PlayStation 5,2022-11-03,68,7.1,"A single-player, third person horror action-adventure game set on a remote island spiritual retreat. A peaceful weekend soon turns to dread after a group chant opens The Gloom, a psychedelic dimension of terror that feeds off negative energy. Interact with a recurring cast of characters, untangle the complex history of the island, and witness terrifying revelations about the cosmos. Only you can fight off the creatures, reason with the survivors, and unravel the legacy of a cult from the 1970s to reverse the ritual.

Features:

* EXPLORE AN ISLAND FILLED WITH COSMIC DREAD: Interact with the other members of the retreat as they slowly become consumed by their own negative energy.

* Survive against an array of prismatic creatures and cultists released from The Gloom as you piece together the weird history of the island.

* FIGHT OR FLIGHT: You must choose your fights and battle for survival with spiritual weapons and abilities. Collect, craft, and manage your resources to take your chances in close combat - or succumb to panic and flee.

* MIND BODY SPIRIT: Balance is everything. Steel your mind against horror and panic; Protect your body against physical threats; Elevate your spirit to meditate and access supernatural abilities.

* MODERN PSYCHEDELIC HORROR: Inspired by the psychedelic horror of the 1970s, experience a landscape of colored lighting and an electronic rock soundtrack, composed by the award-winning Paul Ruskay."
Hell Let Loose,PlayStation 5,2021-10-05,68,7.0,"You've never played World War 2 the way it was meant to be played... with lumbering tanks dominating the battlefield, crucial supply chains fuelling the frontlines, being a cog in the machine of colossal combined arms warfare. Hell Let Loose puts you in the chaos of war, complete with deep player-controlled vehicles, a dynamically evolving front line, and crucial unit-focused gameplay that commands the tide of battle.

Featuring sweeping maps modelled on real reconnaissance images and satellite data, the entire battlefield is divided up into large capture sectors -- allowing for emergent and constantly unique gameplay that pits two forces of fifty players in a fight to the death across fields, bridges, forests and towns on an ever-evolving front line. When a sector is captured, it will generate one of three resources for your team, creating a complex meta-game that will influence your team's march to victory."
Pixel Ripped 1978,PlayStation 5,2023-06-15,68,tbd,"ARVORE has teamed-up with Atari to create an incomparably authentic retro experience using gaming's most innovative technology: a 3D exploration of the 2D genesis of the industry. An immersive, joyful frolic through the Golden Age of Video Games, Pixel Ripped 1978 places our heroine Dot in the heart of the blossoming industry. 

Pixel Ripped 1978 is the third installment in the popular VR series from ARVORE. The studio has introduced new, innovative mechanics that will delight VR enthusiasts, and the series 'game within a game' formula reaches new heights. 

Dot must join forces with ""Bug,"" the quirky visionary who developed the original Pixel Ripped series. Help Dot maneuver through multidimensional challenges to protect Bug's childhood memories from the evil Cyblin Lord, a villain able to break through the screen and invade the real world. In the game. The setting? The intense burst of creativity that vibrated through the San Jose suburbs in the late 70s and early 80s."
C-Smash VRS,PlayStation 5,2023-06-23,68,tbd,"Experience SEGA's beloved arcade and console classic reimagined for VR and online gameplay.

Go on a transformative Journey to the edge of space and time - alone or with a friend - or play a variety of competitive modes against players worldwide. Experience the ultimate workout with the Infinity mode.

C-Smash VRS fuses the best of racket sports - squash, tennis, racket, paddle ball and beyond - as well as other sporting disciplines into a stellar physical experience.

Built from the ground up by VR pioneers Wolf & Wood and an international dream team of artists, designers, musicians, all committed to changing how a game can make you move, see, hear and feel."
Deliver Us Mars,PlayStation 5,2023-02-02,68,4.7,"Sequel to the award-winning Deliver Us The Moon, Deliver Us Mars is an atmospheric sci-fi adventure offering an immersive astronaut experience. Explore new frontiers on a suspense-fuelled, high-stakes mission to recover the ARK colony ships stolen by the mysterious Outward."
Marfusha,PlayStation 5,2023-04-06,68,tbd,"A high-tempo shooting game with simple controls!

Become a guard of a dystopian world and defend the border gates from the enemies.

Upgrade your character by buying cards with your heavily-taxed salary to face increasingly powerful enemies."
Thymesia,PlayStation 5,2022-08-18,68,6.9,"Thymesia is a gruelling action-RPG with fast-paced combat and an intricate plague weapon system. In a kingdom where death spreads, play as a mysterious character known by the code name ""Corvus"". Prey upon your enemies, wield the power of disease and find the truth in your own memories."
The Rumble Fish 2,PlayStation 5,2022-12-07,68,4.6,"At the close of the 20th century... A large-scale natural disaster struck the eastern area of a certain country. The disaster wiped out the financial sector and toppled high-rise buildings over a wide area, even as far as the main functions of the capital. This resulted in the loss of a staggering 158,000 lives.

At the dawn of the 21st century... Conglomerate PROBE-NEXUS, commonly known as Probe, begins reconstruction efforts in the eastern area of said country. Probe relocates its own base of operations to the ruined sector and builds a massive city run by the corporation. Lavished with colossal capital and cutting-edge technology, the modern-day Babylon is made up of skyscrapers that put the old high-rises to shame, the biggest shopping mall in the world, and recreational facilities one might mistake for a theme park.

This was the dazzling birth of a symbol for the new century. It became the most essential place on the planet and was christened Zone Prime.

The Rumble Fish is a 2D fighting game. The arcade version was developed in 2004. The arcade version of The Rumble Fish 2 came out in 2005, introducing new game mechanics and characters. It gained popularity with its sleek 2D visuals powered by S.M.A. (Smooth Model Animation), fascinating characters and strategic gameplay using 2 types of gauges."
Monster Energy Supercross - The Official Videogame 6,PlayStation 5,2023-03-09,68,tbd,"Mud, sweat, fun and adrenaline: find the rider in you and jump into the action with Monster Energy Supercross 6. Live all the emotions of the Monster Energy Supercross 2022 Championship with the official bikes, riders, and tracks. Take advantage of the wide range of settings to customize every detail of your game experience, freely choosing the amount of realism and riding ease. This year, Supercross 6 follows an entirely new and unique perspective - yours!"
Disgaea 6 Complete,PlayStation 5,2022-06-28,68,4.8,"Zed is a boastful zombie who wallows on the lowest rung on the Netherworld ladder alongside his sister Bieko. When a God of Destruction threatens their way of (un)life, Zed must harness his unique ability of Super Reincarnation to stand against the approaching menace. Along the way, he will unite with twisted and colorful denizens of the Netherworld, face challenges around and within, and see if even an undying hooligan like himself can defy the odds! Disgaea 6: Defiance of Destiny unites a grim yet touching story with insane tactical combat, while introducing gameplay elements never before seen in previous installments. As a result, new and returning players alike can craft a truly memorable and unique journey through the Netherworld. Bring the pain in battle with special attacks and support from a plethora of ally units. Customizable settings such as Auto, Retry, and Replay allow both hardcore and casual players to fight their own way. And should things take a terrible turn, use Super Reincarnation to rejoin the fight and keep trying until you succeed. This truly is a Netherworld fit for everyone! From Grave to Glory: Join Zed in his quest to rise above his lowly status and challenge a God of Destruction. Along the way, meet zany characters, explore chaotic new worlds, and discover the power of sibling bonds and determination. Undying and Unstoppable: Experience over-the-top tactical combat, complete with insane special attacks and a wide variety of allies to choose from. And when things get too hairy, use Super Reincarnation to keep trying until you succeed! A Netherworld for Everyone: With customizable gameplay features such as Autoplay and Demon Intelligence, both new and returning players can forge a HL-raising experience that fits their lifestyle. Diving into DISGAEA has never been easier! Additionally, Disgaea 6 Complete includes new recolor DLC as well as all previously released character and cosmetic DLC."
JETT: The Far Shore,PlayStation 5,2021-10-05,68,5.2,"JETT: The Far Shore invites you on an interstellar trip to carve out a future for a people haunted by oblivion in this cinematic action-adventure. As scout Mei, be the first to deploy to a mythic ocean planet. Take the helm of a 'jett' and explore a vast unknown – skim low over waves, roar up pristine coastlines and carve through otherworldly woods. Adapt to an intricate, systemic open world and persevere through adversity alongside an intimate ensemble cast in this story of courage, wonder and regret.

Embark on an exploratory single-player adventure presented in five captivating acts encompassing monumental moments, laid-back exploration, occasional white-knuckle action, moments of heartfelt companionship, and a helping of existential dread."
Tour de France 2022,PlayStation 5,2022-06-28,68,tbd,"Fight for the yellow jersey in the official game of the Tour de France 2022. Experience the new online mode with weekly challenges and leaderboards. In Solo mode, you can now deal with incidents (injuries, illnesses) during the 92 stages available."
Spacebase Startopia,PlayStation 5,2021-03-26,68,4.5,"SPACEBASE STARTOPIA is an original mix of economic simulation and empire building strategy paired with classic RTS fights. In addition to the single player Campaign and Skirmish mode, there’s also a competitive and co-op multiplayer mode for up to 4 players. And as if maintaining the 3 Space Station Decks, entertaining the 8 Alien races and defending against invaders were not enough of a challenge, the dynamic narrator AI is not going to mince matters and commentates the events."
Within the Blade,PlayStation 5,2021-07-16,68,tbd,"WTB has many distinguishing and unique features with its simplistic presentation offering detailed pixel art animations, ninjas galore fighting to their death, crafting of weapons and a whole lot more to present an ongoing challenge that will please and entice even the best of players. Importantly elements such as random level generation, crafting, skill trees are all part of a great mixture of ideas and interesting implementation. A Japanese Daime named Mamoru Imai summons demons to join his army, but darkness takes over his body and demons wreak havoc in the country. The player starts in the village “Black Lotus” and sensei sends him on the next mission. After each mission, the player returns to the village (Hub location) and here the player can take a break, craft, trade, inventory management, Sensei can learn new skills and get a new task."
Goat Simulator 3,PlayStation 5,2022-11-17,68,8.1,"That's right - we're doing this again. The baa has been raised, and Pilgor is joined by other goats too. You can invite up to three friends in local or online co-op, create carnage as a team, or compete in mini-games and then not be friends anymore. Get ready for another round of udder mayhem. Lick, headbutt, and ruin your way through a brand new open world in the biggest waste of your time since Goat Simulator! We won't tell you how to play (except in the tutorial), but merely provide the means to be the goats of your dreams."
Fatal Frame: Mask of the Lunar Eclipse,PlayStation 5,2023-03-09,68,7.7,"Fatal Frame (aka Project Zero): Mask of the Lunar Eclipse takes place a decade after five girls mysteriously disappeared at a festival on Rogetsu Isle, an island in southern Japan. While all of the girls were eventually rescued, their memories were lost, with only the faint remembrance of a single melody and a seemingly possessed masked woman dancing in the moonlight. 

Now, ten years later, with still no memory of the events surrounding their disappearance, two of the five girls have died - discovered with covered faces and found in a tragic, crying pose. The remaining three girls now head off to the eerie island to solve the mystery of their friends' death, while also unlocking the mystery of the memories left behind.

The remastered game features an all-new Photo Mode, along with new and altered costumes, and enhanced graphics including the improved rendering of shadows and light, delivering a more immersive and frightening experience. In addition, in-game movies and character models have been brushed-up to deliver a story that shines, both narratively and aesthetically as the three remaining girls attempt to rediscover their past before becoming victims once again."
Arkanoid: Eternal Battle,PlayStation 5,2022-10-27,68,tbd,"Discover or re-discover, the emblematic block breaker game in a fully modernized version! Classic elements from the franchise will definitely make a comeback, with a brand-new look, new rules, as well as new effects, bonuses and features!

For the first time ever, players will be able to compete against each other, offering an online experience thanks to the Eternal Battle mode, the main new feature of this game, bringing the arcade experience to a whole new level. This Battle Royale mode offers the possibility to compete among 25 players online."
Madden NFL 22,PlayStation 5,2021-08-17,68,0.6,"There will be more detailed staff management and skill tree progression systems, with comprehensive weekly game strategy that integrates into your gameplan. Through the regular season and off-season, new scenarios will keep things fresh as you weigh various risks and rewards to make the right decisions for your team. Plus, Franchise will see improvements throughout the year via three Live Service updates. Our first live service update targeting September to release is one of your top requested features, Player Scouting. Keep an eye out for more Gridiron Notes as each Live Service update rolls in. The Yard is back with a new challenge-based Solo campaign. You can now visit new fields located on gorgeous beaches and beautiful mountain landscapes across the world, battle boss characters with unmatched NFL talents, and unlock celebrations and items for your avatar. Plus, a new ranked mode can allow for you competitive Yard players out there to test your skills against one another and earn rewards. Face of the Franchise returns - and this time with more customization. The mode lets you shape your story as a quarterback, wide receiver, running back, or (for the first time ever) a linebacker striving to reach NFL superstardom and become more than the game. You’ll start out prepping for the NFL and experiencing flashbacks to your most pivotal college football moments. You’ll then take the stage on Draft Day and begin the once in a lifetime NFL journey, playing every game of your rookie season, rising to the top all based on the choices you make. An all-new Player Class and progression system also lets you choose your skills, ratings, and unique attributes with even more customization options to realistically craft your avatar. You can also level up this year by sharing progression between The Yard and the all-new Face of the Franchise: Unite We Rise, so you never miss a beat.  Superstar KO is back again in Madden NFL 22 with a co-op eliminator mode. You’ll be able to play quick games in unique stadiums with fan favorite house rules and icons of football culture. Authentic NFL teams, various stadiums and rosters will also be available for the first time."
Everdream Valley,PlayStation 5,2023-05-30,68,tbd,"Finally holidays! This summer, for the first time ever, you will spend it alone at your grandparent's farm. Two months without mom and dad. Only you and your dog! Two months during which you have to take care of the grandparent's farm growing plants and milking animals, well at least some of them.

Everdream Valley is a mix of adventure, exploring, crafting, and farming mechanics that will help you relive the times when summer holidays were an amazing adventure!"
Double Dragon Gaiden: Rise of the Dragons,PlayStation 5,2023-07-27,67,4.9,"It's the year 199X, and nuclear war has devastated New York City leaving its citizens to fight for survival as riots and crime engulf the streets. The city has been overtaken by criminal gangs who terrorize its ruins as they fight for total dominance. Unwilling to endure these conditions any longer, young Billy and Jimmy Lee take it upon themselves to drive the gangs out of their city.

Tag in and out as the classic duo Billy and Jimmy, switch it up with Marian and Uncle Matin, or experiment with 9 additional unlockable characters, each with their own special moves and unique playstyles. With 2 player local co-op, the action quadruples as you and a friend clean up the mean streets."
Destroy All Humans! 2 - Reprobed,PlayStation 5,2022-08-30,67,7.7,"Crypto is back with a license to probe. The alien invader returns, groovier than ever and now with genitals! Experience the swinging ‘60s in all its chemical-induced glory and take revenge on the KGB for blowing up your mothership. As you uncover the schemes of your enemies, you’ll have to form alliances with members of the very species you came to enslave."
Gotham Knights,PlayStation 5,2022-10-21,67,5.0,"Batman is dead. It is now up to the Batman Family - Batgirl, Nightwing, Red Hood and Robin - to protect Gotham City, bring hope to its citizens, discipline to its cops, and fear to its criminals. You must evolve into the new Dark Knight and save Gotham from chaos. Your legacy begins now. Step into the Knight. Gotham Knights is a brand-new open world, third-person action RPG featuring the Batman Family as players step into the roles of Batgirl, Nightwing, Red Hood and Robin, a new guard of trained DC Super Heroes who must rise up as the protectors of Gotham City in the wake of Batman's death. An expansive, criminal underworld has swept through the streets of Gotham, and it is now up to these new heroes to protect the city, bring hope to its citizens, discipline to its cops and fear to its criminals. Players must save Gotham from descent into chaos and reinvent themselves into their own version of the Dark Knight."
Exoprimal,PlayStation 5,2023-07-14,67,4.0,"Exoprimal is an online, team-based action game that pits humanity's cutting-edge exosuit technology against history's most ferocious beasts - dinosaurs.  Exosuits are grouped into different roles, and players will pilot these exosuits to hold firm against overwhelming dinosaur swarms in online-only, team-based action game modes. Dino Survival, the main game mode, sees two teams of five players compete in a variety of PvE and PvP missions. Players will be transported to the scene of the latest dinosaur outbreak and follow Leviathan's guidance to complete objectives. The team that completes the mission first will emerge victorious.

Whether players are engaging the other team directly, or fighting alongside them against a common enemy, the aim is to accomplish objectives as quickly as possible. Missions vary depending on player skill and other factors, meaning no two matches will unfold the same way."
Tesla Force,PlayStation 5,2020-11-24,67,tbd,"With science as your superpower, team up with Tesla, Curie, Lovecraft, and Shelley to save the world from an invasion of cosmic horrors. Tesla Force is an intense, procedurally generated, rogue-lite top-down shooter packed with non-stop mayhem and over-the-top power tripping. When the cosmic horrors awake, it's time to call up the Tesla Force to defend mankind against an assault from the outer reaches of reality!"
Gynoug,PlayStation 5,2021-11-12,67,tbd,"You are Wor, a winged battle master with the power to hurl bolts of energy and control the magical forces of nature. Your planet has been taken over by some of the most hideous creatures ever known! Crush these dangerous creatures and free the planet!"
Can't Drive This,PlayStation 5,2021-03-19,67,tbd,"Race your monster truck WHILE your friend builds the road. Go too slow, and you'll EXPLODE! And yes, it's as chaotic as it sounds – especially in four player split-screen."
Soundfall,PlayStation 5,2022-05-11,67,tbd,"Soundfall is a dungeon crawler that combines looter-shooter action with rhythm-based gameplay. Venture out solo or with up to 4 friends locally or online. Collect loot and time your actions to the beat to become all powerful. Play the Campaign Mode, Free Play 100's of songs or import your own music!"
Warhammer: Chaosbane,PlayStation 5,2020-11-12,67,6.3,"In a world ravaged by war and dominated by magic, you are the last hope for the Empire of Man against the Chaos hordes. Playing solo or with up to 4 in local or online co-op, choose a hero from 4 character classes with unique and complementary skills, and prepare for epic battles wielding some of the most powerful artefacts of the Old World.

 THE FIRST HACK AND SLASH set in the Warhammer Fantasy world, told through an all-new story written by Mike Lee (a Black Library author) and featuring a soundtrack composed by Chance Thomas.

 FEROCIOUS BATTLES: from the sewers of Nuln to the ruined streets of Praag, fight your way through monster hordes using over 180 different powers. Activate your bloodlust, a devastating skill, to escape the most perilous situations.

 4 CHARACTER CLASSES, each with unique skills and customisation: a soldier of the Empire who can take heavy damage, a Dwarf specialising in melee combat, a High Elf who deals ranged damage by manipulating magic or a Wood Elf who lays deadly traps and wields the bow like no other!

 AN XXL BESTIARY with over 70 monsters aligned with the Chaos Gods and unique bosses. Battle Nurgle's minions, Khorne's spawn and waves of other vile creatures!

 OPTIMIZED FOR CO-OP: solo or with up to 4 players, local or online, the class synergy and interface have been designed for co-op. Combine different skills and powers to create even more devastating effects.

 HIGH REPLAY VALUE: Story mode, a boss rush mode, countless dungeons and regular updates offer a rich and varied gaming experience. And with 10 difficulty levels, you can find the right challenge to test your abilities."
Alex Kidd in Miracle World DX,PlayStation 5,2021-06-22,67,7.2,"Since his first appearance in 1986 with Alex Kidd in Miracle World, the iconic Alex Kidd makes his return to smash rocks, collect coins and tackle bosses once again in Alex Kidd in Miracle World DX!

Return The Kingdom of Radaxian to its former glory and destroy the evil Janken the Great!

Comprising of all levels from the original title as well as brand new levels which expand the lore of Alex Kidd, experience Miracle World like you've never seen it before with new animations, graphical detail and gameplay improvements."
Garden of the Sea,PlayStation 5,2023-02-22,67,tbd,"You wake up on a small island in a magical world. Grow your garden, nurture local creatures, furnish your home or adventure across the seas to explore more islands and gather new resources. This world is for you. 

Garden of the Sea invites you to play, craft and explore at your own pace. Let go of the demands of everyday life and be embraced by a world of creativity and wonder.

If you are looking for progression and adventure, you will find it. If you are looking for respite and meditative relaxation, stay where you are and let the world gently take its course."
Session: Skate Sim,PlayStation 5,2022-09-22,67,4.0,"Inspired by the golden era of skateboarding, Session's primary goal is to make you experience what skateboarding really is; an incredible culture where there are no other goals other than expressing your creativity and achieving success through hard work, perseverance and bits of madness for no one else other than yourself.

Be ready to play the most authentic and grounded skateboarding experience in the most legendary spots on earth, film and make the gnarliest skate parts out there.

Don't be fooled by copycats and experience the real pioneering dual stick board control feature! Session offers for the first time a per foot stick control giving you the full power in your hands where each stick represents a foot. Careful though, skating switch now has a real meaning.

Filming has always been a big part of the skateboarding culture. With Session's video editor players can perform their tricks; edit, and create a montage in-game.

Explore the best and most iconic skate spots, starting with New-York which helped shape what street skating is today. Recreated on a 1:1 scale and supported by grounded and realistic skate physics, get the feel of what it is to skate the infamous Brooklyn Banks and our fresh twist of the surrounding financial district of Manhattan."""
Neptunia ReVerse,PlayStation 5,2021-06-08,67,6.7,"Neptunia ReVerse is an updated and enhanced version of the beloved RPG game Hyperdimension Neptunia Re;Birth 1 , originally released for the PlayStation Vita. Fans of the Neptunia series and newcomers can enjoy the lush worlds of Gamindustri with the help of the PS5 and new gameplay additions, including a fishing mini-game. Gamindustri is a distant world comprised of four nations, each under the divine protection of a Goddess. The nations are Planeptune: Land of Purple Progress, ruled by Neptune, Lastation: Land of Black Regality, ruled by Noire, Lowee: Land of White Serenity, ruled by Blanc, and Leanbox: Land of Green Pastures, ruled by Vert. Locked in the Console War, the four Goddesses vie for domination of the planet until Neptune is cast down and stripped of her power. Now Neptune must fight to restore her place, but could a being known as Arfoire threaten the very world the Goddesses have sworn to protect?"
Aliens: Fireteam Elite,PlayStation 5,2021-08-24,67,6.4,"2202. A mysterious distress call reroutes your Marine Assault Unit to LV-895 in the outer colonies, where deadly Xenomorph legions, hidden corporate secrets, and ancient alien ruins await your arrival. Set in the iconic Alien universe, Aliens: Fireteam is a cooperative third-person survival shooter that drops your fireteam of hardened marines into a desperate fight to contain the Xenomorph threat.

Face off against waves of terrifying Xenomorph and Weyland-Yutani Synthetic foes alongside two players or AI teammates, as you and your fireteam desperately fight your way through four unique campaigns that introduce new storylines to the Alien universe. Create and customize your own Colonial Marine, choosing from an extensive variety of classes, weapons, gear and perks, battling overwhelming odds in this heart-pounding survival shooter experience.

THE ULTIMATE HUNT
Play a pivotal role in the epic events that occur 23 years after the original Alien trilogy as a Colonial Marine stationed aboard the USS Endeavor, battling terrifying Xenomorph threats.

SURVIVE THE HIVE
Face overwhelming odds against over 20 enemy types, including 11 different Xenomorphs along the evolutionary scale from Facehuggers to Praetorians, each designed with their own intelligence to ambush, outsmart and eviscerate vulnerable marines.

CUSTOMIZE YOUR FIRETEAM
Choose from five unique classes - Gunner, Demolisher, Technician, Doc and Recon - each with their own special abilities and character perks. Utilize an extensive arsenal of 30+ weapons and 70+ mods/attachments in your effort to eradicate the Alien threat."
Crash Team Rumble,PlayStation 5,2023-06-20,67,5.7,"Crash Team Rumble is a 4v4 team-based competition where the iconic heroes and villains of the crash universe battle to capture more Wumpa fruit than the other to claim victory.

Each hero has unique skills and abilities to strategically use to work together to battle the opposing team, defend their own Wumpa bank, and capture key points around the map to help their team."
DEADCRAFT,PlayStation 5,2022-05-19,67,tbd,"Stare in wild wonder as the half-human, half-zombie protagonist Reid slices through foes on a quest for righteous vengeance! Wield his inhuman zombie powers to fend off enemies while searching the wasteland for answers to what happened to the only man he could trust. Build fantastical new armaments, conjure curious concoctions, or even grow and harvest zombie soldiers to stand by Reid’s side against whatever the apocalypse throws at him. It’s a dangerous world, and in order to stay alive Reid must take full advantage of the dead! DEADCRAFT is the newest deadly and daring game from Marvelous’ First Studio, creators of DAEMON X MACHINA. As if a hail of meteors reducing earth to a barren wasteland wasn’t bad enough, the devastation released a mysterious virus that resurrected the dead. Ravaged by fire from the sky and the dead below, only a fraction of the human population remains, largely clustered into small outposts where power-hungry opportunists capitalize on the chaos. A rare survivor of exposure to the virus, part-zombie Reid is captured by the twisted Nebron, leader of the Ark. After escaping from the torture table into the surrounding wasteland, Reid is determined to return to the city and exact some apocalyptic justice."
Oddworld: Soulstorm,PlayStation 5,2021-04-06,67,6.3,"In Oddworld: Soulstorm, you pick-up where New 'N' Tasty left off. Abe has undergone an unwanted transformation from being a clueless Mudokon cog, literally about to be chewed up by the Glukkons' big business machine, into an unlikely hero, a beacon of hope. 

Abe was someone who went about his life, blind to what was happening around him, and then woke to a deeper uncomfortable reality and had no choice but to make a change. Abe may not have wanted to be a hero, but there was, and remains, some greatness in Abe. A greater purpose. A greater good. All of which got him into enormous amounts of trouble and continues to do so. 

Revolutions start small and build from unexpected places. You and Abe are the beginning. In Oddworld: Soulstorm, you will begin to understand the power of many will be needed to solve problems that the individual alone cannot. 

Based on the concept of Scavenger's Economy, you will loot from trash cans, pickpocket, and search through lockers for items to craft into weapons and tools to use to help save your fellow Mudokons while you try to unlock the dark secrets behind Brew.

Whether you prefer the classic Abe playstyle of sneaking and problem solving or using scavenge for what you need to create an arsenal that you can hand off to your followers that you have saved along the way, Oddworld: Soulstorm gives you more choices to replay with different approaches. 

Add in light RPG elements, leader boards, trophies for completionists, and a progression system and Soulstorm sets a new standard for next-generation action adventure platformers."
Hindsight 20/20: Wrath of the Raakshasa,PlayStation 5,2021-09-09,67,tbd,Hindsight 20/20: Wrath of the Raakshasa is a 3D third-person action RPG that allows you to fix your mistakes from past playthroughs and relive them for vastly different gameplay and story experiences. Your choices and actions have meaningful consequences that allow you to discover the power of your morality.
Isonzo,PlayStation 5,2022-09-13,67,4.8,"Ferocious Alpine warfare will test your tactical skills in this authentic WW1 FPS. Battle among the scenic peaks, rugged valleys and idyllic towns of northern Italy. The Great War on the Italian Front is brought to life and elevated to unexpected heights."
Cave Digger 2: Dig Harder,PlayStation 5,2023-02-22,67,tbd,"It seems The New Frontier guards it's secrets well, and it's your turn to explore, rookie. Time to blow off the dust on your trusty pickaxe and get down to the mines. Incredible treasures are just waiting around for you to go dig 'em up, so be sure to make the best use of all the miner's tools lying around. However, you better look out for those nasty creatures lurking in the dark caves so make sure to carry some firepower with you.

A VR adventure game taking place in an alternative, weird west dieselpunk world. The player is a penniless but adventurous prospector in the wild northern region known only as ""The New Frontier"". As the player excavates the mountains of their claim, they encounter many mysteries along the way as they mine and fight their way through various unique biomes."
Mobile Suit Gundam: Battle Operation Code Fairy,PlayStation 5,2021-11-05,66,5.2,"Mobile Suit Gundam: Battle Operation Code Fairy tells the story of the “Noisy Fairy”—a secret unit led by Alma and under the direct control of Kycilia of the Principality of Zeon. During the “One Year War,” the unit struggles to break through the North America continent. The game features the top-notch action of Mobile Suit Gundam: Battle Operation 2, while providing a deep and extensive side story for both fans and newcomers alike. Explore the world of Code Fairy as unbreakable bonds are formed in the midst of the brutality of war."
Watch Dogs: Legion,PlayStation 5,2020-11-12,66,5.4,"In the near future, London is facing its downfall: the people are being oppressed by an all-seeing surveillance state, a corrupt private military corporation controls the streets, and a powerful crime syndicate is preying on the vulnerable. The fate of London lies with you, and your ability to recruit a resistance and fight back.

Watch Dogs: Legion delivers a never-before-seen gameplay innovation that allows you to recruit and play as anyone you see in the iconic city of London. Every single character in the open world is playable, and everyone has a backstory, personality, and skillset that will help you personalize your own unique team. Bring your characters online and join forces with friends to take back London in four-player co-op missions, end-game challenges, and daily events. Welcome to the Resistance."
No Longer Home,PlayStation 5,2023-03-03,66,tbd,"Bo and Ao are graduating university and preparing to leave the flat they've lived in together for a year. Thanks to visa limitations, Ao is forced to return to Japan, leaving Bo in England. Disillusioned by post-educational life and shoved aside by a government who doesn't want them there, both are trying to come to terms with their uncertain futures. And deep under their South London flat, something grows...

Wander through an intimate flat and examine the everyday belongings of Bo and Ao. Have BBQs, play video games, and stay up late just talking in bed. Follow the day to day activities and conversations of two queer, non-binary students and their friends. Get to know Lu, the multi-eyed, animal-like new flatmate."
Startenders: Intergalactic Bartending,PlayStation 5,2023-02-22,66,7.0,"""Either the Academy thinks you're really good...or we're low on students again..""

Abducted, dazed, and slightly confused, prepare for your unexpected enrollment into the Startenders Academy. Your goal, apparently, is to create bizarre beverages for colourful customers in the hope that no one notices you haven't the slightest clue what's going on.

Let loose with a cocktail shaker, a collection of mad machinery, and an abundance of crazy ingredients to mix, shake and serve your way across the universe."
Fairy Fencer F: Refrain Chord,PlayStation 5,2023-04-25,66,tbd,"Long ago, civilization flourished due to the knowledge granted to the people by the Goddess. They erected towers that reached the heavens, and built weapons that could pierce even the gods. 

However, the civilization soon perished in the war between the Vile God and Goddess. And so, time passed... present day.

Fencers are warriors who wield special weapons that contain fairies. Fang, a young man and Fencer, goes on a journey with his companions in search of Furies in order to resurrect the Goddess.

One day, Fang encounters a girl who saves people through song, as well as a girl who brainwashes people through song.

Together with girls who call themselves ""divas"" and possess mysterious power, Fang's fate sets into motion...

Fairy Fencer F goes strategy RPG! Fairy Fencer F: Refrain Chord features an assortment of major characters from the series. Experience strategic battles featuring new characters called ""Divas,"" as well as new Fencers and Fairies."
Monster Energy Supercross - The Official Videogame 4,PlayStation 5,2021-03-08,66,tbd,"Cross is Super Again. The official videogame of the Monster Energy AMA Supercross Championship is back with its fourth edition, promising to be the most extreme ever.

A SUPER CAREER
Make your way along the path that will lead you to success. A new career mode will put your abilities to the test in order to bring out the champion inside you!
Learn new riding abilities in the ''Future'' category; refine them and obtain new sponsors in the ''Rookie'' category. Become a real ''Pro'' by taking your riding style to the limit and challenging the toughest adversaries in the 450SX class.

CREATOR OF YOUR OWN FUN
Unbridle your imagination with the new editor. Build unique tracks with the modules inspired by the official tracks and share your creations with the community.

THE NEW COMPOUND
Explore, seek out new adventures, train, and challenge your friends in the new compound. Hurtle through fantastic island scenarios. Satisfy your desire for thrills!

SUPER RIDERS, SUPER TRACKS
Choose your favorite rider from an army of over 100 riders as you range over the 450SX and 250SX categories. Race in the 11 stadiums and on the 17 tracks of the season.

FULL CUSTOMIZATION"
Redout 2,PlayStation 5,2022-06-16,66,4.2,The fastest racing game in the universe. Redout 2 is a tribute to classic arcade racing games and the sequel to the critically acclaimed Redout. Reach impossible speeds in exhilarating futuristic races across an extensive single-player campaign and competitive multiplayer.
Monark,PlayStation 5,2022-02-22,66,5.4,"How far will you go to save the ones you love? Could you face the threats that surround you? Could you face yourself? Your world is plunged into madness when the mysterious and deadly Mist surrounds Shin Mikado Academy. In order to save your friends, you enter the Otherworld, a Daemon-filled dimension beyond the real world. Within this enigmatic realm, you must learn to harness your Authority of Vanity and conjure a battalion of Fiends, whose power comes from the Ego of their master. Develop your Ego through various psychological tests to enhance the power of your Fiends, and lead your forces into battle to fight with and against the seven ""Pactbearers"" that are corrupting the academy. Embrace the power of your madness to gain strength, but take care not to delve too far, lest you risk losing yourself. Fellow students and instructors will lend you their aid in your quest to resolve the anomalies throughout the campus."
